ID,First Name,Last Name,Position,Team,Opponent,Game,Time,Salary,FPPG,Probable Pitcher,Injury Status,Starting
mlb.p.9750,Jorge,Polanco,2B,MIN,DET,DET@MIN,8:10PM EDT,15,7.4," "," "," "
mlb.p.9844,Danny,Coulombe,P,MIN,DET,DET@MIN,8:10PM EDT,25,6.5,No," ",No
mlb.p.9872,Jose,Berrios,P,MIN,DET,DET@MIN,8:10PM EDT,44,21.3,No," ",No
mlb.p.9874,Nick,Gordon,OF,MIN,DET,DET@MIN,8:10PM EDT,7,4.7," "," "," "
mlb.p.9938,Hansel,Robles,P,MIN,DET,DET@MIN,8:10PM EDT,25,2.9,No," ",No
mlb.p.10039,Tyler,Duffey,P,MIN,DET,DET@MIN,8:10PM EDT,25,2.5,No," ",No
mlb.p.10095,Max,Kepler,OF,MIN,DET,DET@MIN,8:10PM EDT,18,8.2," "," "," "
mlb.p.10105,Kenta,Maeda,P,MIN,DET,DET@MIN,8:10PM EDT,28,13.6,No," ",No
mlb.p.10133,Taylor,Rogers,P,MIN,DET,DET@MIN,8:10PM EDT,25,4.8,No," ",No
mlb.p.10269,Derek,Law,P,MIN,DET,DET@MIN,8:10PM EDT,25,3.6,No," ",No
mlb.p.10532,Alex,Kirilloff,1B,MIN,DET,DET@MIN,8:10PM EDT,12,6.8," "," "," "
mlb.p.10533,Ben,Rortvedt,C,MIN,DET,DET@MIN,8:10PM EDT,7,2.3," "," "," "
mlb.p.11221,Luis,Arraez,3B,MIN,DET,DET@MIN,8:10PM EDT,11,6.4," "," "," "
mlb.p.11344,Jorge,Alcala,P,MIN,DET,DET@MIN,8:10PM EDT,25,2.8,No," ",No
mlb.p.11345,Gilberto,Celestino,OF,MIN,DET,DET@MIN,8:10PM EDT,7,3.6," "," "," "
mlb.p.11347,Trevor,Larnach,OF,MIN,DET,DET@MIN,8:10PM EDT,16,6.8," "," "," "
mlb.p.11794,Ryan,Jeffers,C,MIN,DET,DET@MIN,8:10PM EDT,10,5.8," "," "," "
mlb.p.12096,Bailey,Ober,P,MIN,DET,DET@MIN,8:10PM EDT,27,13.0,No," ",No
mlb.p.10755,Luke,Farrell,P,MIN,DET,DET@MIN,8:10PM EDT,25,4.8,No,IL10,No
mlb.p.9590,Byron,Buxton,OF,MIN,DET,DET@MIN,8:10PM EDT,7,11.9," ",IL10," "
mlb.p.11629,Randy,Dobnak,P,MIN,DET,DET@MIN,8:10PM EDT,25,3.3,No,IL10,No
mlb.p.8759,Michael,Pineda,P,MIN,DET,DET@MIN,8:10PM EDT,38,15.1,No," ",No
mlb.p.9851,Rob,Refsnyder,OF,MIN,DET,DET@MIN,8:10PM EDT,9,6.9," ",IL10," "
mlb.p.11586,Kyle,Garlick,OF,MIN,DET,DET@MIN,8:10PM EDT,10,5.4," ",IL10," "
mlb.p.10789,Mitch,Garver,C,MIN,DET,DET@MIN,8:10PM EDT,10,6.5," ",IL10," "
mlb.p.11616,Cody,Stashak,P,MIN,DET,DET@MIN,8:10PM EDT,25,3.4,No,IL60,No
mlb.p.11017,Jake,Cave,OF,MIN,DET,DET@MIN,8:10PM EDT,7,3.3," ",IL60," "
mlb.p.11592,Devin,Smeltzer,P,MIN,DET,DET@MIN,8:10PM EDT,25,16.4,No,IL10,No
mlb.p.11961,Edwar,Colina,P,MIN,DET,DET@MIN,8:10PM EDT,25,-10.4,No,IL60,No
mlb.p.9423,Ian,Krol,P,DET,MIN,DET@MIN,8:10PM EDT,25,0.0,No," ",No
