P,C/1B,2B,3B,SS,OF,OF,OF,UTIL,"","Instructions"
"","","","","","","","","","","1) Create a lineup by inserting any player from this list into their appropriate position columns"
"","","","","","","","","","","2) You can paste either the Player ID + Name OR ID from their respective columns"
"","","","","","","","","","","3) Any information to the right of the last position column will be ignored in the upload"
"","","","","","","","","","","4) Maximum of 250 lineups per upload"
"","","","","","","","","",""
"","","","","","","","","","",Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Probable Pitcher,Batting Order,Roster Position
"","","","","","","","","","",58391-38161:Chase Anderson,58391-38161,P,Chase,Chase Anderson,Anderson,17.8,5,6400,MIL@PHI,PHI,MIL,,,,Yes,,P
"","","","","","","","","","",58391-5599:Trevor Cahill,58391-5599,P,Trevor,Trevor Cahill,Cahill,19,5,6400,PIT@SD,PIT,SD,,,,,,P
"","","","","","","","","","",58391-17087:Drew Smyly,58391-17087,P,Drew,Drew Smyly,Smyly,16,4,6300,ATL@WSH,ATL,WSH,,,,,,P
"","","","","","","","","","",58391-79853:Jordan Montgomery,58391-79853,P,Jordan,Jordan Montgomery,Montgomery,24.6,5,6300,HOU@NYY,NYY,HOU,,,,Yes,,P
"","","","","","","","","","",58391-102395:Ryan Weathers,58391-102395,P,Ryan,Ryan Weathers,Weathers,13.625,8,6300,PIT@SD,SD,PIT,,,,,,P
"","","","","","","","","","",58391-114708:Randy Dobnak,58391-114708,P,Randy,Randy Dobnak,Dobnak,5.285714285714286,7,6200,TEX@MIN,MIN,TEX,,,,,,P
"","","","","","","","","","",58391-135191:Josh Fleming,58391-135191,P,Josh,Josh Fleming,Fleming,23.25,4,6200,TB@LAA,TB,LAA,,,,,,P
"","","","","","","","","","",58391-17164:Matt Shoemaker,58391-17164,P,Matt,Matt Shoemaker,Shoemaker,12.2,5,6200,TEX@MIN,MIN,TEX,,,,,,P
"","","","","","","","","","",58391-68485:Ryan Yarbrough,58391-68485,P,Ryan,Ryan Yarbrough,Yarbrough,21.666666666666668,6,6200,TB@LAA,TB,LAA,,,,,,P
"","","","","","","","","","",58391-79155:Jaime Barria,58391-79155,P,Jaime,Jaime Barria,Barria,-15,1,6200,TB@LAA,LAA,TB,,,,,,P
"","","","","","","","","","",58391-71188:Steven Brault,58391-71188,P,Steven,Steven Brault,Brault,18.90909090909091,11,6200,PIT@SD,PIT,SD,IL,Lat,,,,P
"","","","","","","","","","",58391-5764:Derek Holland,58391-5764,P,Derek,Derek Holland,Holland,1.875,8,6200,DET@BOS,DET,BOS,,,,,,P
"","","","","","","","","","",58391-12946:Matt Moore,58391-12946,P,Matt,Matt Moore,Moore,11,3,6100,MIL@PHI,PHI,MIL,,,,,,P
"","","","","","","","","","",58391-15221:Tommy Milone,58391-15221,P,Tommy,Tommy Milone,Milone,11.5,6,6100,TOR@OAK,TOR,OAK,IL,Shoulder,,,,P
"","","","","","","","","","",58391-38101:Tanner Roark,58391-38101,P,Tanner,Tanner Roark,Roark,7,3,6100,TOR@OAK,TOR,OAK,,,,,,P
"","","","","","","","","","",58391-79209:A.J. Puk,58391-79209,P,A.J.,A.J. Puk,Puk,22,1,6100,TOR@OAK,OAK,TOR,IL,Biceps,,,,P
"","","","","","","","","","",58391-38311:Ross Stripling,58391-38311,P,Ross,Ross Stripling,Stripling,17.666666666666668,3,6100,TOR@OAK,TOR,OAK,,,,,,P
"","","","","","","","","","",58391-79276:T.J. Zeuch,58391-79276,P,T.J.,T.J. Zeuch,Zeuch,6.75,4,6100,TOR@OAK,TOR,OAK,,,,,,P
"","","","","","","","","","",58391-102484:Brandon Bielak,58391-102484,P,Brandon,Brandon Bielak,Bielak,10.833333333333334,6,6000,HOU@NYY,HOU,NYY,,,,,,P
"","","","","","","","","","",58391-102530:Spencer Howard,58391-102530,P,Spencer,Spencer Howard,Howard,8.333333333333334,3,6000,MIL@PHI,PHI,MIL,,,,,,P
"","","","","","","","","","",58391-104672:Devin Smeltzer,58391-104672,P,Devin,Devin Smeltzer,Smeltzer,23,1,6000,TEX@MIN,MIN,TEX,,,,,,P
"","","","","","","","","","",58391-119340:Tarik Skubal,58391-119340,P,Tarik,Tarik Skubal,Skubal,12.5,6,6000,DET@BOS,DET,BOS,,,,,,P
"","","","","","","","","","",58391-72265:Matt Strahm,58391-72265,P,Matt,Matt Strahm,Strahm,4.684210526315789,19,6000,PIT@SD,SD,PIT,IL,Knee,,,,P
"","","","","","","","","","",58391-82534:Bryse Wilson,58391-82534,P,Bryse,Bryse Wilson,Wilson,11,3,6000,ATL@WSH,ATL,WSH,,,,,,P
"","","","","","","","","","",58391-82582:Griffin Canning,58391-82582,P,Griffin,Griffin Canning,Canning,21.8,5,6000,TB@LAA,LAA,TB,,,,,,P
"","","","","","","","","","",58391-82634:Logan Allen,58391-82634,P,Logan,Logan Allen,Allen,7.6,5,6000,CLE@KC,CLE,KC,,,,,,P
"","","","","","","","","","",58391-17116:Jake Odorizzi,58391-17116,P,Jake,Jake Odorizzi,Odorizzi,10,3,6000,HOU@NYY,HOU,NYY,IL,Forearm,,,,P
"","","","","","","","","","",58391-82656:Nate Pearson,58391-82656,P,Nate,Nate Pearson,Pearson,14.4,5,6000,TOR@OAK,TOR,OAK,,,,,,P
"","","","","","","","","","",58391-68490:Austin Voth,58391-68490,P,Austin,Austin Voth,Voth,8.125,8,6000,ATL@WSH,WSH,ATL,,,,,,P
"","","","","","","","","","",58391-82840:Yonny Chirinos,58391-82840,P,Yonny,Yonny Chirinos,Chirinos,18.333333333333332,3,6000,TB@LAA,TB,LAA,IL,Elbow,,,,P
"","","","","","","","","","",58391-83163:Jonathan Loaisiga,58391-83163,P,Jonathan,Jonathan Loaisiga,Loaisiga,8.384615384615385,13,6000,HOU@NYY,NYY,HOU,,,,,,P
"","","","","","","","","","",58391-79072:Brad Keller,58391-79072,P,Brad,Brad Keller,Keller,11.833333333333334,6,6000,CLE@KC,KC,CLE,,,,,,P
"","","","","","","","","","",58391-79076:Kolby Allard,58391-79076,P,Kolby,Kolby Allard,Allard,12.166666666666666,6,6000,TEX@MIN,TEX,MIN,,,,,,P
"","","","","","","","","","",58391-38164:Jimmy Nelson,58391-38164,P,Jimmy,Jimmy Nelson,Nelson,6.923076923076923,13,6000,LAD@CHC,LAD,CHC,,,,,,P
"","","","","","","","","","",58391-79201:Anthony Kay,58391-79201,P,Anthony,Anthony Kay,Kay,9.5,2,6000,TOR@OAK,TOR,OAK,,,,,,P
"","","","","","","","","","",58391-79217:Mitch Keller,58391-79217,P,Mitch,Mitch Keller,Keller,17.666666666666668,6,6000,PIT@SD,PIT,SD,,,,,,P
"","","","","","","","","","",58391-79228:Cal Quantrill,58391-79228,P,Cal,Cal Quantrill,Quantrill,6,10,6000,CLE@KC,CLE,KC,,,,,,P
"","","","","","","","","","",58391-62872:Vince Velasquez,58391-62872,P,Vince,Vince Velasquez,Velasquez,17.833333333333332,6,6000,MIL@PHI,PHI,MIL,,,,,,P
"","","","","","","","","","",58391-85531:Josh James,58391-85531,P,Josh,Josh James,James,6.076923076923077,13,6000,HOU@NYY,HOU,NYY,IL,Hip,,,,P
