Rank,Name,Team,POS,W,L,ERA,GMS,GS,SV,IP,H,R,ER,HR,BB,SO,AVG,WHIP,PTS
688,Joe Biagini,HOU,RP,0,0,20.77,4,0,0,4.1,10,10,10,1,4,4,0.435,3.23,-5
688,Tommy Doyle,COL,RP,0,0,23.14,3,0,0,2.1,6,6,6,0,4,2,0.462,4.29,-5
688,David McKay,DET,RP,0,0,54,1,0,0,0.1,1,2,2,1,1,0,0.5,6,-5
691,Daulton Jefferies,OAK,SP,0,1,22.5,1,1,0,2,5,5,5,2,2,1,0.455,3.5,-6
691,Mauricio Llovera,PHI,SP,0,0,36,1,0,0,1,5,4,4,0,1,1,0.625,6,-6
693,Tyler Lyons,NYY,RP,0,0,21.6,1,0,0,1.2,3,4,4,0,1,0,0.375,2.4,-7
693,Michael Feliz,PIT,RP,0,0,32.4,3,0,0,1.2,4,6,6,1,2,2,0.444,3.6,-7
693,Seth Frankoff,SEA,RP,0,0,16.88,2,0,0,2.2,6,5,5,0,2,0,0.429,3,-7
696,Wade Davis,COL,RP,0,1,20.77,5,0,2,4.1,9,10,10,3,3,3,0.409,2.77,-8
696,Drew Anderson,CHW,RP,0,1,40.5,1,0,0,1.1,4,6,6,2,2,2,0.5,4.5,-8
696,Paul Blackburn,OAK,SP,0,1,27,1,1,0,2.1,5,7,7,0,2,2,0.417,3,-8
696,Edwar Colina,MIN,SP,0,0,81,1,0,0,0.1,4,3,3,1,2,0,0.8,18,-8
700,Matt Grace,ARI,RP,0,1,54,3,0,0,1,5,6,6,1,2,2,0.625,7,-9
701,Brailyn Marquez,CHC,SP,0,0,67.5,1,0,0,0.2,2,5,5,0,3,1,0.5,7.5,-10
701,Kyle Nelson,CLE,RP,0,0,54,1,0,0,0.2,3,4,4,1,1,0,0.6,6,-10
703,Juan Nicasio,TEX,RP,0,0,40.5,2,0,0,1.1,5,6,6,1,2,1,0.556,5.25,-11
703,James Pazos,COL,RP,0,0,16.88,6,0,0,5.1,10,10,10,3,5,1,0.435,2.81,-11
705,Ranger Suárez,PHI,RP,0,1,20.25,3,0,0,4,10,9,9,1,4,1,0.476,3.5,-12
706,Roel Ramirez,STL,RP,0,0,81,1,0,0,0.2,6,6,6,4,1,1,0.857,10.5,-13
707,Jose Suarez,LAA,SP,0,2,38.57,2,2,0,2.1,10,10,10,1,5,2,0.588,6.43,-17
708,Cody Carroll,BAL,RP,0,0,54,3,0,0,2,9,12,12,0,5,3,0.643,7,-21
