Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Probable Pitcher,Batting Order,Roster Position
58417-102489,P,Carlos,Carlos Hernandez,Hernandez,6.333333333333333,3,5700,CLE@KC,KC,CLE,,,,,0,P
58417-12455,P,Josh,Josh Tomlin,Tomlin,5.181818181818182,11,5700,ATL@WSH,ATL,WSH,,,,,,P
58417-21919,P,Matt,Matt Andriese,Andriese,6.363636363636363,11,5700,DET@BOS,BOS,DET,,,,,,P
58417-52887,P,Tyler,Tyler Matzek,Matzek,6.214285714285714,14,5700,ATL@WSH,ATL,WSH,,,,,,P
58417-82650,P,Kyle,Kyle Cody,Cody,6.571428571428571,7,5700,TEX@MIN,TEX,MIN,IL,Shoulder,,,0,P
58417-82653,P,Ryan,Ryan Borucki,Borucki,6.583333333333333,12,5700,TOR@OAK,TOR,OAK,,,,,,P
58417-68542,P,Robert,Robert Gsellman,Gsellman,5.333333333333333,6,5700,NYM@STL,NYM,STL,,,,,0,P
58417-79882,P,Austin,Austin Pruitt,Pruitt,,,5600,HOU@NYY,HOU,NYY,IL,Elbow,,,0,P
58417-71742,P,Grant,Grant Dayton,Dayton,3.5714285714285716,7,5600,ATL@WSH,ATL,WSH,,,,,,P
58417-38002,P,Kyle,Kyle Zimmer,Zimmer,6.636363636363637,11,5600,CLE@KC,KC,CLE,IL,Back,,,0,P
58417-83165,P,Lewis,Lewis Thorpe,Thorpe,10,3,5600,TEX@MIN,MIN,TEX,,,,,0,P
58417-101855,P,Trent,Trent Thornton,Thornton,8.88888888888889,9,5600,TOR@OAK,TOR,OAK,,,,,,P
58417-73301,P,Brent,Brent Suter,Suter,7.666666666666667,12,5600,MIL@PHI,MIL,PHI,,,,,0,P
58417-53043,P,Jesse,Jesse Hahn,Hahn,0.8,5,5600,CLE@KC,KC,CLE,IL,Shoulder,,,0,P
58417-6018,P,Wade,Wade LeBlanc,LeBlanc,2.8333333333333335,6,5600,MIL@PHI,MIL,PHI,,,,,0,P
58417-52195,P,Daniel,Daniel Norris,Norris,2.8181818181818183,11,5600,DET@BOS,DET,BOS,,,,,0,P
58417-13312,P,Ryan,Ryan Brasier,Brasier,5.52,25,5500,DET@BOS,BOS,DET,IL,Calf,,,,P
58417-135198,P,Daniel,Daniel Tillo,Tillo,,,5500,CLE@KC,KC,CLE,IL,Elbow,,,0,P
58417-135196,P,Tyler,Tyler Zuber,Zuber,5.25,8,5500,CLE@KC,KC,CLE,,,,,0,P
58417-82974,P,Tanner,Tanner Rainey,Rainey,2.1,10,5500,ATL@WSH,WSH,ATL,,,,,,P
58417-135209,P,Andre,Andre Scrubb,Scrubb,3,2,5500,HOU@NYY,HOU,NYY,,,,,0,P
58417-68653,P,Luis,Luis Cessa,Cessa,8.5,10,5500,HOU@NYY,NYY,HOU,,,,,0,P
58417-82999,P,Scott,Scott Barlow,Barlow,7.266666666666667,15,5500,CLE@KC,KC,CLE,,,,,0,P
58417-82998,P,Lou,Lou Trivino,Trivino,5.6875,16,5500,TOR@OAK,OAK,TOR,,,,,,P
58417-135225,P,Steven,Steven Fuentes,Fuentes,,,5500,ATL@WSH,WSH,ATL,,,,,,P
58417-11327,P,Matt,Matt Bush,Bush,4,3,5500,TEX@MIN,TEX,MIN,IL,Elbow,,,0,P
58417-23626,P,Will,Will Harris,Harris,9,1,5500,ATL@WSH,WSH,ATL,,,,,,P
58417-102481,P,Bryan,Bryan Garcia,Garcia,3.909090909090909,11,5500,DET@BOS,DET,BOS,,,,,0,P
58417-135258,P,Ramon,Ramon Rosso,Rosso,4,1,5500,MIL@PHI,PHI,MIL,,,,,0,P
58417-6234,P,Jordan,Jordan Zimmermann,Zimmermann,-4,1,5500,MIL@PHI,MIL,PHI,,,,,0,P
58417-135256,P,Connor,Connor Brogdon,Brogdon,4.333333333333333,12,5500,MIL@PHI,PHI,MIL,,,,,0,P
58417-135257,P,Damon,Damon Jones,Jones,,,5500,MIL@PHI,PHI,MIL,,,,,0,P
58417-72809,P,Austin,Austin Brice,Brice,2,9,5500,DET@BOS,BOS,DET,,,,,,P
58417-5230,P,Joe,Joe Smith,Smith,3.1538461538461537,13,5500,HOU@NYY,HOU,NYY,,,,,0,P
58417-38001,P,Matt,Matt Barnes,Barnes,8.25,16,5500,DET@BOS,BOS,DET,,,,,,P
58417-135283,P,Ty,Ty Tice,Tice,8.666666666666666,3,5500,TOR@OAK,TOR,OAK,,,,,,P
58417-85108,P,Enyel,Enyel De Los Santos,De Los Santos,6,1,5500,MIL@PHI,PHI,MIL,,,,,0,P
58417-135289,P,Kodi,Kodi Whitley,Whitley,4.8,5,5500,NYM@STL,STL,NYM,,,,,,P
58417-135294,P,Sam,Sam Clay,Clay,3.7,10,5500,ATL@WSH,WSH,ATL,,,,,,P
58417-135292,P,Edwar,Edwar Colina,Colina,-8,1,5500,TEX@MIN,MIN,TEX,IL,Elbow,,,0,P
58417-135303,P,Jordan,Jordan Weems,Weems,3.2,5,5500,TOR@OAK,OAK,TOR,,,,,,P
58417-102536,P,Nick,Nick Nelson,Nelson,7.166666666666667,6,5500,HOU@NYY,NYY,HOU,,,,,0,P
58417-73866,P,Wandy,Wandy Peralta,Peralta,4.769230769230769,13,5500,HOU@NYY,NYY,HOU,,,,,0,P
58417-6290,P,Wade,Wade Davis,Davis,3.4545454545454546,11,5500,CLE@KC,KC,CLE,,,,,0,P
58417-13458,P,Nate,Nate Jones,Jones,3.3333333333333335,12,5500,ATL@WSH,ATL,WSH,,,,,,P
58417-135312,P,Kyle,Kyle Nelson,Nelson,6,2,5500,CLE@KC,CLE,KC,,,,,,P
58417-135313,P,Nick,Nick Sandlin,Sandlin,6.5,2,5500,CLE@KC,CLE,KC,,,,,,P
58417-21653,P,Hector,Hector Neris,Neris,6.266666666666667,15,5500,MIL@PHI,PHI,MIL,,,,,0,P
58417-6295,P,Daniel,Daniel Hudson,Hudson,7.5,8,5500,ATL@WSH,WSH,ATL,,,,,,P
58417-38041,P,Ryan,Ryan Pressly,Pressly,7.636363636363637,11,5500,HOU@NYY,HOU,NYY,,,,,0,P
58417-102552,P,Seth,Seth Elledge,Elledge,4,1,5500,NYM@STL,STL,NYM,,,,,,P
58417-73882,P,Joely,Joely Rodriguez,Rodriguez,6.625,8,5500,TEX@MIN,TEX,MIN,,,,,0,P
58417-80035,P,Bobby,Bobby Wahl,Wahl,0.3333333333333333,3,5500,MIL@PHI,MIL,PHI,IL,Oblique,,,0,P
58417-5283,P,Ervin,Ervin Santana,Santana,9,3,5500,CLE@KC,KC,CLE,,,,,0,P
58417-80034,P,Jose,Jose Alvarado,Alvarado,6.545454545454546,11,5500,MIL@PHI,PHI,MIL,,,,,0,P
58417-140459,P,John,John King,King,8.454545454545455,11,5500,TEX@MIN,TEX,MIN,,,,,0,P
58417-83116,P,Wander,Wander Suero,Suero,3.875,8,5500,ATL@WSH,WSH,ATL,IL,Oblique,,,,P
58417-12463,P,Greg,Greg Holland,Holland,5.5,12,5500,CLE@KC,KC,CLE,,,,,0,P
58417-102574,P,Jake,Jake Woodford,Woodford,10.5,2,5500,NYM@STL,STL,NYM,,,,,,P
58417-21682,P,Aaron,Aaron Loup,Loup,5.5,8,5500,NYM@STL,NYM,STL,,,,,0,P
58417-145591,P,Eduard,Eduard Bazardo,Bazardo,6,1,5500,DET@BOS,BOS,DET,,,,,,P
58417-13495,P,Rafael,Rafael Dolis,Dolis,5.071428571428571,14,5500,TOR@OAK,TOR,OAK,,,,,,P
58417-145609,P,Peter,Peter Solomon,Solomon,6,2,5500,HOU@NYY,HOU,NYY,,,,,0,P
58417-38096,P,David,David Hale,Hale,3.7777777777777777,9,5500,MIL@PHI,PHI,MIL,,,,,0,P
58417-83158,P,Seranthony,Seranthony Dominguez,Dominguez,,,5500,MIL@PHI,PHI,MIL,IL,Elbow,,,0,P
58417-145626,P,Alec,Alec Bettinger,Bettinger,-21,1,5500,MIL@PHI,MIL,PHI,,,,,0,P
58417-38106,P,Kirby,Kirby Yates,Yates,3.1666666666666665,6,5500,TOR@OAK,TOR,OAK,IL,Elbow,,,,P
58417-145625,P,Bailey,Bailey Falter,Falter,6,1,5500,MIL@PHI,PHI,MIL,,,,,0,P
58417-83172,P,Jonathan,Jonathan Hernandez,Hernandez,6.888888888888889,27,5500,TEX@MIN,TEX,MIN,IL,Elbow,,,0,P
58417-136424,P,Jake,Jake Brentz,Brentz,4.785714285714286,14,5500,CLE@KC,KC,CLE,,,,,0,P
58417-83184,P,Julian,Julian Merryweather,Merryweather,8.5,4,5500,TOR@OAK,TOR,OAK,IL,Oblique,,,,P
58417-5362,P,Darren,Darren O'Day,O'Day,4.5,10,5500,HOU@NYY,NYY,HOU,IL,Shoulder,,,0,P
58417-21764,P,Caleb,Caleb Thielbar,Thielbar,9.222222222222221,9,5500,TEX@MIN,MIN,TEX,,,,,0,P
58417-85255,P,Shaun,Shaun Anderson,Anderson,4.555555555555555,18,5500,TEX@MIN,MIN,TEX,,,,,0,P
58417-79124,P,Joe,Joe Jimenez,Jimenez,-3,2,5500,DET@BOS,DET,BOS,,,,,0,P
58417-12581,P,Brandon,Brandon Kintzler,Kintzler,4.6,10,5500,MIL@PHI,PHI,MIL,,,,,0,P
58417-53550,P,Alex,Alex Reyes,Reyes,6.666666666666667,15,5500,NYM@STL,STL,NYM,,,,,,P
58417-38191,P,Hansel,Hansel Robles,Robles,4.25,12,5500,TEX@MIN,MIN,TEX,,,,,0,P
58417-79150,P,Josh,Josh Staumont,Staumont,6,13,5500,CLE@KC,KC,CLE,,,,,0,P
58417-13635,P,Brad,Brad Hand,Hand,7.5,8,5500,ATL@WSH,WSH,ATL,,,,,,P
58417-113986,P,Emmanuel,Emmanuel Clase,Clase,6.714285714285714,14,5500,CLE@KC,CLE,KC,,,,,,P
58417-38216,P,Jose,Jose Cisnero,Cisnero,4.571428571428571,14,5500,DET@BOS,DET,BOS,,,,,0,P
58417-117065,P,James,James Karinchak,Karinchak,8.4,15,5500,CLE@KC,CLE,KC,,,,,,P
58417-38228,P,Trevor,Trevor May,May,7.181818181818182,11,5500,NYM@STL,NYM,STL,,,,,0,P
58417-79196,P,Albert,Albert Abreu,Abreu,6,2,5500,HOU@NYY,NYY,HOU,,,,,0,P
58417-135530,P,Brett,Brett de Geus,de Geus,4.333333333333333,9,5500,TEX@MIN,TEX,MIN,,,,,0,P
58417-118123,P,Blake,Blake Taylor,Taylor,2.2857142857142856,7,5500,HOU@NYY,HOU,NYY,IL,Ankle,,,0,P
58417-118122,P,Angel,Angel Perdomo,Perdomo,6.5,8,5500,MIL@PHI,MIL,PHI,,,,,0,P
58417-118124,P,Kent,Kent Emanuel,Emanuel,19.666666666666668,3,5500,HOU@NYY,HOU,NYY,,,,,0,P
58417-57717,P,Buck,Buck Farmer,Farmer,1.8181818181818181,11,5500,DET@BOS,DET,BOS,,,,,0,P
58417-13709,P,Deolis,Deolis Guerra,Guerra,8.666666666666666,9,5500,TOR@OAK,OAK,TOR,,,,,,P
58417-79258,P,Ryne,Ryne Stanek,Stanek,6.928571428571429,14,5500,HOU@NYY,HOU,NYY,,,,,0,P
58417-38304,P,Archie,Archie Bradley,Bradley,3,4,5500,MIL@PHI,PHI,MIL,IL,Oblique,,,0,P
58417-79266,P,Brett,Brett Martin,Martin,3.25,8,5500,TEX@MIN,TEX,MIN,,,,,0,P
58417-118180,P,Tucker,Tucker Davidson,Davidson,5,1,5500,ATL@WSH,ATL,WSH,,,,,,P
58417-118183,P,Nivaldo,Nivaldo Rodriguez,Rodriguez,15,1,5500,HOU@NYY,HOU,NYY,,,,,0,P
58417-118182,P,Ben,Ben Braymer,Braymer,16.333333333333332,3,5500,ATL@WSH,WSH,ATL,,,,,,P
58417-101801,P,Joel,Joel Payamps,Payamps,5.666666666666667,9,5500,TOR@OAK,TOR,OAK,,,,,,P
58417-118184,P,Enoli,Enoli Paredes,Paredes,3.3333333333333335,3,5500,HOU@NYY,HOU,NYY,IL,Side,,,0,P
58417-79275,P,Sean,Sean Reid-Foley,Reid-Foley,18,2,5500,NYM@STL,NYM,STL,,,,,0,P
