Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Probable Pitcher,Batting Order,Roster Position
58417-101803,P,Jacob,Jacob Webb,Webb,4.25,8,5500,ATL@WSH,ATL,WSH,,,,,,P
58417-101802,P,Patrick,Patrick Weigel,Weigel,15.5,2,5500,MIL@PHI,MIL,PHI,,,,,0,P
58417-101809,P,Josh,Josh Taylor,Taylor,3.4166666666666665,12,5500,DET@BOS,BOS,DET,,,,,,P
58417-101814,P,Sam,Sam Hentges,Hentges,10.5,4,5500,CLE@KC,CLE,KC,,,,,,P
58417-101816,P,Bryan,Bryan Abreu,Abreu,6.75,12,5500,HOU@NYY,HOU,NYY,,,,,0,P
58417-118205,P,Anthony,Anthony Castro,Castro,8.166666666666666,6,5500,TOR@OAK,TOR,OAK,IL,Forearm,,,,P
58417-101823,P,Jordan,Jordan Yamamoto,Yamamoto,14,1,5500,NYM@STL,NYM,STL,,,,,0,P
58417-101822,P,Josh,Josh Sborz,Sborz,6.454545454545454,11,5500,TEX@MIN,TEX,MIN,,,,,0,P
58417-118208,P,Brooks,Brooks Kriske,Kriske,3,1,5500,HOU@NYY,NYY,HOU,,,,,0,P
58417-118213,P,DeMarcus,DeMarcus Evans,Evans,5.25,4,5500,TEX@MIN,TEX,MIN,,,,,0,P
58417-118221,P,J.P.,J.P. Feyereisen,Feyereisen,5.8125,16,5500,MIL@PHI,MIL,PHI,,,,,0,P
58417-118225,P,Cristopher,Cristopher Sanchez,Sanchez,,,5500,MIL@PHI,PHI,MIL,,,,,0,P
58417-101845,P,Genesis,Genesis Cabrera,Cabrera,5.071428571428571,14,5500,NYM@STL,STL,NYM,,,,,,P
58417-101851,P,Brock,Brock Burke,Burke,,,5500,TEX@MIN,TEX,MIN,,,,,0,P
58417-80346,P,Giovanny,Giovanny Gallegos,Gallegos,8.133333333333333,15,5500,NYM@STL,STL,NYM,,,,,,P
58417-101856,P,Patrick,Patrick Murphy,Murphy,7.5,4,5500,TOR@OAK,TOR,OAK,IL,Shoulder,,,,P
58417-116194,P,Eric,Eric Yardley,Yardley,2.4,10,5500,MIL@PHI,MIL,PHI,IL,Shoulder,,,0,P
58417-117232,P,Michael,Michael King,King,20,3,5500,HOU@NYY,NYY,HOU,,,,,0,P
58417-96760,P,Kyle,Kyle McGowin,McGowin,3.142857142857143,7,5500,ATL@WSH,WSH,ATL,,,,,,P
58417-101904,P,Jordan,Jordan Romano,Romano,6.222222222222222,9,5500,TOR@OAK,TOR,OAK,,,,,,P
58417-101909,P,Travis,Travis Bergen,Bergen,5.666666666666667,3,5500,TOR@OAK,TOR,OAK,,,,,,P
58417-71190,P,Jose,Jose Leclerc,Leclerc,6,2,5500,TEX@MIN,TEX,MIN,IL,Elbow,,,0,P
58417-80409,P,Paolo,Paolo Espino,Espino,7.4,5,5500,ATL@WSH,WSH,ATL,,,,,,P
58417-101913,P,Brandon,Brandon Brennan,Brennan,6.8,5,5500,DET@BOS,BOS,DET,,,,,,P
58417-136734,P,Cam,Cam Hill,Hill,4.722222222222222,18,5500,CLE@KC,CLE,KC,IL,Wrist,,,,P
58417-64044,P,Tyler,Tyler Duffey,Duffey,4.181818181818182,11,5500,TEX@MIN,MIN,TEX,,,,,0,P
58417-5683,P,Oliver,Oliver Perez,Perez,4.6,5,5500,CLE@KC,CLE,KC,,,,,,P
58417-12860,P,Zack,Zack Britton,Britton,4.95,20,5500,HOU@NYY,NYY,HOU,IL,Elbow,,,0,P
58417-119361,P,Drew,Drew Rasmussen,Rasmussen,6.166666666666667,12,5500,MIL@PHI,MIL,PHI,,,,,0,P
58417-139851,P,Justin,Justin Topa,Topa,8.833333333333334,6,5500,MIL@PHI,MIL,PHI,IL,Elbow,,,0,P
58417-80461,P,Ryne,Ryne Harper,Harper,6,2,5500,ATL@WSH,WSH,ATL,,,,,,P
58417-85592,P,Daniel,Daniel Zamora,Zamora,,,5500,NYM@STL,NYM,STL,,,,,0,P
58417-16986,P,Alex,Alex Colome,Colome,4.818181818181818,11,5500,TEX@MIN,MIN,TEX,,,,,0,P
58417-85594,P,Jake,Jake Newberry,Newberry,1,4,5500,CLE@KC,KC,CLE,,,,,0,P
58417-80478,P,Reymin,Reymin Guduan,Guduan,-0.8,5,5500,TOR@OAK,OAK,TOR,,,,,,P
58417-16994,P,Lucas,Lucas Luetge,Luetge,8.363636363636363,11,5500,HOU@NYY,NYY,HOU,,,,,0,P
58417-82538,P,Darwinzon,Darwinzon Hernandez,Hernandez,5.333333333333333,12,5500,DET@BOS,BOS,DET,,,,,,P
58417-118381,P,Kyle,Kyle Finnegan,Finnegan,6.153846153846154,13,5500,ATL@WSH,WSH,ATL,,,,,,P
58417-5743,P,Yusmeiro,Yusmeiro Petit,Petit,6.8125,16,5500,TOR@OAK,OAK,TOR,,,,,,P
58417-82547,P,Thomas,Thomas Hatch,Hatch,8.352941176470589,17,5500,TOR@OAK,TOR,OAK,IL,Elbow,,,,P
58417-82548,P,Alex,Alex Lange,Lange,4,9,5500,DET@BOS,DET,BOS,,,,,0,P
58417-118392,P,Rony,Rony Garcia,Garcia,3.6,15,5500,DET@BOS,DET,BOS,,,,,0,P
58417-62087,P,Miguel,Miguel Castro,Castro,7.090909090909091,11,5500,NYM@STL,NYM,STL,,,,,0,P
58417-17037,P,Trevor,Trevor Rosenthal,Rosenthal,7.6521739130434785,23,5500,TOR@OAK,OAK,TOR,IL,Shoulder,,,,P
58417-82572,P,Gregory,Gregory Soto,Soto,6.230769230769231,13,5500,DET@BOS,DET,BOS,,,,,0,P
58417-82587,P,Richard,Richard Lovelady,Lovelady,0,1,5500,CLE@KC,KC,CLE,,,,,0,P
58417-13992,P,Luis,Luis Avilan,Avilan,3.75,4,5500,ATL@WSH,WSH,ATL,IL,Elbow,,,,P
58417-80568,P,Edgar,Edgar Santana,Santana,2.6666666666666665,3,5500,ATL@WSH,ATL,WSH,,,,,,P
58417-114360,P,Devin,Devin Williams,Williams,5.636363636363637,11,5500,MIL@PHI,MIL,PHI,,,,,0,P
58417-80571,P,Phil,Phil Maton,Maton,6,9,5500,CLE@KC,CLE,KC,,,,,,P
58417-82621,P,Clarke,Clarke Schmidt,Schmidt,8.333333333333334,3,5500,HOU@NYY,NYY,HOU,IL,Elbow,,,0,P
58417-82627,P,JoJo,JoJo Romero,Romero,2.727272727272727,11,5500,MIL@PHI,PHI,MIL,,,,,0,P
58417-38596,P,Chris,Chris Martin,Martin,2.5,2,5500,ATL@WSH,ATL,WSH,IL,Shoulder,,,,P
58417-17094,P,Jake,Jake Diekman,Diekman,7,13,5500,TOR@OAK,OAK,TOR,,,,,,P
58417-82631,P,Taylor,Taylor Hearn,Hearn,7.777777777777778,9,5500,TEX@MIN,TEX,MIN,,,,,0,P
58417-17100,P,Jeurys,Jeurys Familia,Familia,4.5,10,5500,NYM@STL,NYM,STL,,,,,0,P
58417-81615,P,Tim,Tim Mayza,Mayza,4.583333333333333,12,5500,TOR@OAK,TOR,OAK,,,,,,P
58417-82639,P,Ryan,Ryan Helsley,Helsley,6.214285714285714,14,5500,NYM@STL,STL,NYM,,,,,,P
58417-82638,P,Jordan,Jordan Hicks,Hicks,4.2,10,5500,NYM@STL,STL,NYM,IL,Elbow,,,,P
58417-13010,P,David,David Phelps,Phelps,6.636363636363637,11,5500,TOR@OAK,TOR,OAK,DTD,Shoulder,,,,P
58417-112348,P,Cody,Cody Stashak,Stashak,5.090909090909091,11,5500,TEX@MIN,MIN,TEX,,,,,0,P
58417-14047,P,Brad,Brad Boxberger,Boxberger,5.25,12,5500,MIL@PHI,MIL,PHI,,,,,0,P
58417-13025,P,Pedro,Pedro Baez,Baez,4,18,5500,HOU@NYY,HOU,NYY,IL,Shoulder,,,0,P
58417-14049,P,Bryan,Bryan Shaw,Shaw,6.076923076923077,13,5500,CLE@KC,CLE,KC,,,,,,P
58417-147169,P,Hirokazu,Hirokazu Sawamura,Sawamura,6.583333333333333,12,5500,DET@BOS,BOS,DET,,,,,,P
58417-81642,P,A.J.,A.J. Minter,Minter,5.4,15,5500,ATL@WSH,ATL,WSH,,,,,,P
58417-84727,P,Drew,Drew Smith,Smith,3.375,8,5500,NYM@STL,NYM,STL,,,,,0,P
58417-53021,P,Nick,Nick Wittgren,Wittgren,5.2,10,5500,CLE@KC,CLE,KC,,,,,,P
58417-138016,P,Brandon,Brandon Waddell,Waddell,0,4,5500,TEX@MIN,MIN,TEX,,,,,0,P
58417-53048,P,Cam,Cam Bedrosian,Bedrosian,2.8333333333333335,6,5500,TOR@OAK,OAK,TOR,,,,,,P
58417-13118,P,Justin,Justin Wilson,Wilson,3.25,8,5500,HOU@NYY,NYY,HOU,,,,,0,P
58417-70482,P,J.B.,J.B. Wendelken,Wendelken,4.066666666666666,15,5500,TOR@OAK,OAK,TOR,IL,Oblique,,,,P
58417-11108,P,Aroldis,Aroldis Chapman,Chapman,10.636363636363637,11,5500,HOU@NYY,NYY,HOU,,,,,0,P
58417-70517,P,Chad,Chad Green,Green,7.214285714285714,14,5500,HOU@NYY,NYY,HOU,,,,,0,P
58417-68474,P,Josh,Josh Hader,Hader,8.909090909090908,11,5500,MIL@PHI,MIL,PHI,,,,,0,P
58417-68476,P,Taylor,Taylor Rogers,Rogers,6.5,10,5500,TEX@MIN,MIN,TEX,,,,,0,P
58417-13183,P,Dellin,Dellin Betances,Betances,3,1,5500,NYM@STL,NYM,STL,IL,Shoulder,,,0,P
58417-108421,P,Phillips,Phillips Valdez,Valdez,6.5,8,5500,DET@BOS,BOS,DET,,,,,,P
58417-23437,P,Brooks,Brooks Raley,Raley,3.066666666666667,15,5500,HOU@NYY,HOU,NYY,,,,,0,P
58417-39843,P,Burch,Burch Smith,Smith,4.5,2,5500,TOR@OAK,OAK,TOR,IL,Groin,,,,P
58417-8101,P,Ian,Ian Kennedy,Kennedy,6.642857142857143,14,5500,TEX@MIN,TEX,MIN,,,,,0,P
58417-80804,P,Tyler,Tyler Webb,Webb,1.5,12,5500,NYM@STL,STL,NYM,,,,,,P
58417-6057,P,Andrew,Andrew Miller,Miller,2.7777777777777777,9,5500,NYM@STL,STL,NYM,IL,Toe,,,,P
58417-102330,P,Kris,Kris Bubic,Bubic,0,1,5500,CLE@KC,KC,CLE,,,,,0,P
58417-68545,P,Stephen,Stephen Tarpley,Tarpley,-6,1,5500,NYM@STL,NYM,STL,,,,,0,P
58417-80832,P,Trevor,Trevor Hildenberger,Hildenberger,3.5,2,5500,NYM@STL,NYM,STL,,,,,0,P
58417-68548,P,Edwin,Edwin Diaz,Diaz,5.909090909090909,11,5500,NYM@STL,NYM,STL,DTD,Back,,,0,P
58417-68552,P,Sam,Sam Coonrod,Coonrod,6.846153846153846,13,5500,MIL@PHI,PHI,MIL,,,,,0,P
58417-80849,P,Adam,Adam Kolarek,Kolarek,1.3333333333333333,9,5500,TOR@OAK,OAK,TOR,,,,,,P
58417-52177,P,Jesse,Jesse Biddle,Biddle,4,4,5500,ATL@WSH,ATL,WSH,,,,,,P
58417-102355,P,Jorge,Jorge Alcala,Alcala,5.083333333333333,12,5500,TEX@MIN,MIN,TEX,,,,,0,P
58417-13271,P,Will,Will Smith,Smith,5.538461538461538,13,5500,ATL@WSH,ATL,WSH,,,,,,P
58417-80856,P,Luke,Luke Farrell,Farrell,6,1,5500,TEX@MIN,MIN,TEX,,,,,0,P
58417-52192,P,Luke,Luke Jackson,Jackson,4.909090909090909,11,5500,ATL@WSH,ATL,WSH,,,,,,P
58417-12257,P,Adam,Adam Ottavino,Ottavino,5.571428571428571,14,5500,DET@BOS,BOS,DET,,,,,,P
58417-70629,P,Jacob,Jacob Barnes,Barnes,4.714285714285714,7,5500,NYM@STL,NYM,STL,,,,,0,P
58417-102377,P,Trevor,Trevor Stephan,Stephan,7.142857142857143,7,5500,CLE@KC,CLE,KC,,,,,,P
58417-102376,P,Garrett,Garrett Whitlock,Whitlock,11.75,8,5500,DET@BOS,BOS,DET,,,,,,P
58417-102382,P,Daulton,Daulton Jefferies,Jefferies,-6,1,5500,TOR@OAK,OAK,TOR,IL,Biceps,,,,P
58417-68592,P,Francis,Francis Martes,Martes,,,5500,HOU@NYY,HOU,NYY,NA,Suspension,,,0,P
58417-5107,P,Sergio,Sergio Romo,Romo,2.4166666666666665,12,5500,TOR@OAK,OAK,TOR,,,,,,P
58417-39086,OF,Byron,Byron Buxton,Buxton,16.047826352326766,23,4400,TEX@MIN,MIN,TEX,,,,,2,OF/UTIL
58417-79756,OF,Ronald,Ronald Acuna Jr.,Acuna Jr.,16.539285932268417,28,4300,ATL@WSH,ATL,WSH,,,,,,OF/UTIL
58417-38976,3B,Jose,Jose Ramirez,Ramirez,13.489655593345905,29,4200,CLE@KC,CLE,KC,,,,,,3B/UTIL
58417-13540,OF,J.D.,J.D. Martinez,Martinez,16.086206896551722,29,4100,DET@BOS,BOS,DET,,,,,,OF/UTIL
58417-16983,OF,George,George Springer,Springer,14.774999618530273,4,4100,TOR@OAK,TOR,OAK,IL,Quadriceps,,,,OF/UTIL
58417-12948,OF,Bryce,Bryce Harper,Harper,13.108333587646484,24,4100,MIL@PHI,PHI,MIL,DTD,Wrist,,,0,OF/UTIL
58417-21609,OF,Christian,Christian Yelich,Yelich,10.109999847412109,10,4000,MIL@PHI,MIL,PHI,IL,Back,,,0,OF/UTIL
58417-60643,OF,Aaron,Aaron Judge,Judge,11.088888662832755,27,3900,HOU@NYY,NYY,HOU,,,,,3,OF/UTIL
58417-79273,1B/3B,Vladimir,Vladimir Guerrero Jr.,Guerrero Jr.,14.179310765759698,29,3900,TOR@OAK,TOR,OAK,,,,,,C/1B/3B/UTIL
58417-5763,OF,Nelson,Nelson Cruz,Cruz,12.089285714285714,28,3900,TEX@MIN,MIN,TEX,,,,,3,OF/UTIL
58417-65881,SS,Trea,Trea Turner,Turner,12.453845684344952,26,3800,ATL@WSH,WSH,ATL,,,,,,SS/UTIL
58417-79282,OF,Juan,Juan Soto,Soto,10.512499809265137,16,3800,ATL@WSH,WSH,ATL,DTD,Shoulder,,,,OF/UTIL
58417-82614,1B,Pete,Pete Alonso,Alonso,11.11199951171875,25,3800,NYM@STL,NYM,STL,,,,,4,C/1B/UTIL
58417-68522,3B,Alex,Alex Bregman,Bregman,10.966667175292969,24,3800,HOU@NYY,HOU,NYY,,,,,3,3B/UTIL
58417-12302,OF,Giancarlo,Giancarlo Stanton,Stanton,12.884615384615385,26,3700,HOU@NYY,NYY,HOU,,,,,2,OF/UTIL
58417-37982,SS,Xander,Xander Bogaerts,Bogaerts,12.210345038052264,29,3700,DET@BOS,BOS,DET,,,,,,SS/UTIL
58417-83155,OF,Ramon,Ramon Laureano,Laureano,12.803447854929956,29,3700,TOR@OAK,OAK,TOR,,,,,,OF/UTIL
58417-13719,3B,Nolan,Nolan Arenado,Arenado,10.703225412676412,31,3700,NYM@STL,STL,NYM,,,,,,3B/UTIL
58417-70562,2B/OF,Whit,Whit Merrifield,Merrifield,13.010344406654095,29,3700,CLE@KC,KC,CLE,,,,,1,2B/OF/UTIL
58417-68585,3B,Rafael,Rafael Devers,Devers,12.489286150251116,28,3700,DET@BOS,BOS,DET,,,,,,3B/UTIL
58417-11334,1B,Freddie,Freddie Freeman,Freeman,10.806667073567708,30,3600,ATL@WSH,ATL,WSH,,,,,,C/1B/UTIL
58417-84133,OF,Franmil,Franmil Reyes,Reyes,12.51923076923077,26,3600,CLE@KC,CLE,KC,,,,,,OF/UTIL
58417-21666,OF,Mark,Mark Canha,Canha,11.329032651839718,31,3500,TOR@OAK,OAK,TOR,,,,,,OF/UTIL
58417-79215,1B,Rhys,Rhys Hoskins,Hoskins,10.958064909904234,31,3500,MIL@PHI,PHI,MIL,,,,,3,C/1B/UTIL
58417-82575,OF,Yordan,Yordan Alvarez,Alvarez,11.41304347826087,23,3500,HOU@NYY,HOU,NYY,,,,,4,OF/UTIL
58417-82654,SS,Bo,Bo Bichette,Bichette,12.251723716998923,29,3500,TOR@OAK,TOR,OAK,,,,,,SS/UTIL
58417-52175,1B,Matt,Matt Olson,Olson,11.903846153846153,26,3500,TOR@OAK,OAK,TOR,,,,,,C/1B/UTIL
58417-12310,1B,Carlos,Carlos Santana,Santana,11.548275651602909,29,3300,CLE@KC,KC,CLE,,,,,3,C/1B/UTIL
58417-12434,OF,Lorenzo,Lorenzo Cain,Cain,12.780000305175781,10,3200,MIL@PHI,MIL,PHI,,,,,0,OF/UTIL
58417-21705,2B/SS,Marcus,Marcus Semien,Semien,10.47931013436153,29,3200,TOR@OAK,TOR,OAK,,,,,,2B/SS/UTIL
58417-14562,2B,Jose,Jose Altuve,Altuve,8.905000305175781,20,3200,HOU@NYY,HOU,NYY,,,,,1,2B/UTIL
58417-85520,OF,Adolis,Adolis Garcia,Garcia,12.26818154074929,22,3200,TEX@MIN,TEX,MIN,,,,,5,OF/UTIL
58417-12968,1B,Paul,Paul Goldschmidt,Goldschmidt,9.931034482758621,29,3200,NYM@STL,STL,NYM,,,,,,C/1B/UTIL
58417-38614,SS,Carlos,Carlos Correa,Correa,9.455172834725216,29,3200,HOU@NYY,HOU,NYY,,,,,6,SS/UTIL
58417-13266,C,Salvador,Salvador Perez,Perez,10.765517662311423,29,3200,CLE@KC,KC,CLE,,,,,4,C/1B/UTIL
58417-68587,2B,Ozzie,Ozzie Albies,Albies,10.442856924874443,28,3200,ATL@WSH,ATL,WSH,,,,,,2B/UTIL
58417-60642,OF,Michael,Michael Conforto,Conforto,8.637500127156576,24,3100,NYM@STL,NYM,STL,,,,,3,OF/UTIL
58417-79160,OF,Alex,Alex Verdugo,Verdugo,11.542857578822545,28,3100,DET@BOS,BOS,DET,DTD,Back,,,,OF/UTIL
58417-13771,2B/3B,Josh,Josh Harrison,Harrison,9.80526331851357,19,3100,ATL@WSH,WSH,ATL,,,,,,2B/3B/UTIL
58417-12113,3B,Josh,Josh Donaldson,Donaldson,8.450000339084202,18,3100,TEX@MIN,MIN,TEX,,,,,0,3B/UTIL
58417-71507,1B,Yuli,Yuli Gurriel,Gurriel,11.186206686085669,29,3100,HOU@NYY,HOU,NYY,,,,,5,C/1B/UTIL
58417-68525,3B/OF,J.D.,J.D. Davis,Davis,9.75,14,3100,NYM@STL,NYM,STL,IL,Hand,,,0,3B/OF/UTIL
58417-82977,3B/SS,Isiah,Isiah Kiner-Falefa,Kiner-Falefa,10.640625,32,3000,TEX@MIN,TEX,MIN,,,,,7,3B/SS/UTIL
58417-6273,OF,Michael,Michael Brantley,Brantley,10.088461068960337,26,3000,HOU@NYY,HOU,NYY,,,,,2,OF/UTIL
58417-13567,2B/3B,DJ,DJ LeMahieu,LeMahieu,9.260713849748884,28,3000,HOU@NYY,NYY,HOU,,,,,1,2B/3B/UTIL
58417-85285,1B,Nate,Nate Lowe,Lowe,11.618749618530273,32,3000,TEX@MIN,TEX,MIN,,,,,3,C/1B/UTIL
58417-5456,OF,Andrew,Andrew McCutchen,McCutchen,8.729629516601562,27,3000,MIL@PHI,PHI,MIL,,,,,1,OF/UTIL
58417-21874,2B/SS,Jorge,Jorge Polanco,Polanco,8.09629652235243,27,3000,TEX@MIN,MIN,TEX,,,,,0,2B/SS/UTIL
58417-13841,SS,Didi,Didi Gregorius,Gregorius,9.36923100398137,26,3000,MIL@PHI,PHI,MIL,,,,,4,SS/UTIL
58417-80462,SS,Paul,Paul DeJong,DeJong,9.5827584102236,29,3000,NYM@STL,STL,NYM,,,,,,SS/UTIL
58417-38571,1B/3B,Travis,Travis Shaw,Shaw,9.457142421177455,28,3000,MIL@PHI,MIL,PHI,,,,,4,C/1B/3B/UTIL
58417-17139,C,J.T.,J.T. Realmuto,Realmuto,8.893103237809806,29,3000,MIL@PHI,PHI,MIL,,,,,0,C/1B/UTIL
58417-108450,2B/OF,Tommy,Tommy Edman,Edman,9.290322580645162,31,3000,NYM@STL,STL,NYM,,,,,,2B/OF/UTIL
58417-68544,3B,Matt,Matt Chapman,Chapman,8.743749618530273,32,3000,TOR@OAK,OAK,TOR,,,,,,3B/UTIL
58417-52164,2B/SS,Adalberto,Adalberto Mondesi,Mondesi,10.772880942134535,59,3000,CLE@KC,KC,CLE,IL,Oblique,,,0,2B/SS/UTIL
58417-80838,1B,Luke,Luke Voit,Voit,13.62857164655413,56,3000,HOU@NYY,NYY,HOU,IL,Knee,,,0,C/1B/UTIL
58417-79188,OF,Alex,Alex Kirilloff,Kirilloff,11.591667175292969,12,2900,TEX@MIN,MIN,TEX,IL,Wrist,,,0,OF/UTIL
58417-21875,OF,Max,Max Kepler,Kepler,8.19473668148643,19,2900,TEX@MIN,MIN,TEX,,,,,1,OF/UTIL
58417-79249,OF,Harrison,Harrison Bader,Bader,13.516666412353516,6,2900,NYM@STL,STL,NYM,,,,,,OF/UTIL
58417-38321,OF,Joey,Joey Gallo,Gallo,9.690322383757561,31,2900,TEX@MIN,TEX,MIN,,,,,4,OF/UTIL
58417-101827,2B,Luis,Luis Arraez,Arraez,9.22,25,2900,TEX@MIN,MIN,TEX,IL,Concussion,,,0,2B/UTIL
58417-53725,1B,Renato,Renato Nunez,Nunez,9.785714285714286,7,2900,DET@BOS,DET,BOS,,,,,0,C/1B/UTIL
58417-13854,OF,Robbie,Robbie Grossman,Grossman,9.033333333333333,30,2900,DET@BOS,DET,BOS,,,,,1,OF/UTIL
58417-16948,2B,Kolten,Kolten Wong,Wong,9.234999847412109,20,2900,MIL@PHI,MIL,PHI,,,,,1,2B/UTIL
58417-16952,SS,Francisco,Francisco Lindor,Lindor,5.895833333333333,24,2900,NYM@STL,NYM,STL,,,,,2,SS/UTIL
58417-82620,2B/OF,Nick,Nick Solak,Solak,11.059374809265137,32,2900,TEX@MIN,TEX,MIN,,,,,2,2B/OF/UTIL
58417-17086,OF,Marcell,Marcell Ozuna,Ozuna,8.489999898274739,30,2900,ATL@WSH,ATL,WSH,,,,,,OF/UTIL
58417-82624,C,Sean,Sean Murphy,Murphy,8.804166793823242,24,2900,TOR@OAK,OAK,TOR,,,,,,C/1B/UTIL
58417-6029,2B,Jed,Jed Lowrie,Lowrie,10.273333740234374,30,2900,TOR@OAK,OAK,TOR,,,,,,2B/UTIL
58417-68495,OF,Andrew,Andrew Benintendi,Benintendi,10.540740966796875,27,2900,CLE@KC,KC,CLE,,,,,2,OF/UTIL
58417-81924,2B/SS,Niko,Niko Goodrum,Goodrum,8.72499974568685,24,2800,DET@BOS,DET,BOS,,,,,5,2B/SS/UTIL
58417-5181,C,Yadier,Yadier Molina,Molina,12.031579268606086,19,2800,NYM@STL,STL,NYM,IL,Foot,,,,C/1B/UTIL
58417-21584,2B/3B,Rougned,Rougned Odor,Odor,8.268421373869243,19,2800,HOU@NYY,NYY,HOU,IL,Knee,,,0,2B/3B/UTIL
58417-79125,OF,Kyle,Kyle Tucker,Tucker,8.136666870117187,30,2800,HOU@NYY,HOU,NYY,,,,,7,OF/UTIL
58417-85307,2B/3B,Jeff,Jeff McNeil,McNeil,6.958333333333333,24,2800,NYM@STL,NYM,STL,,,,,1,2B/3B/UTIL
58417-73023,OF,Teoscar,Teoscar Hernandez,Hernandez,8.746153611403246,13,2800,TOR@OAK,TOR,OAK,,,,,,OF/UTIL
58417-79174,C,Jacob,Jacob Nottingham,Nottingham,20.450000762939453,2,2800,MIL@PHI,MIL,PHI,,,,,0,C/1B/UTIL
58417-13909,OF,Randal,Randal Grichuk,Grichuk,10.079309923895474,29,2800,TOR@OAK,TOR,OAK,,,,,,OF/UTIL
58417-12985,OF,Avisail,Avisail Garcia,Garcia,9.599999564034599,28,2800,MIL@PHI,MIL,PHI,,,,,0,OF/UTIL
58417-52162,3B/OF,Hunter,Hunter Dozier,Dozier,9,25,2800,CLE@KC,KC,CLE,,,,,6,3B/OF/UTIL
58417-5062,1B,Ryan,Ryan Zimmerman,Zimmerman,8.177777608235678,18,2800,ATL@WSH,WSH,ATL,,,,,,C/1B/UTIL
58417-52170,1B/OF,Dominic,Dominic Smith,Smith,6.369565217391305,23,2800,NYM@STL,NYM,STL,,,,,5,C/1B/OF/UTIL
58417-68588,SS/2B,Gleyber,Gleyber Torres,Torres,7.375,28,2800,HOU@NYY,NYY,HOU,,,,,5,2B/SS/UTIL
58417-38040,OF,Eddie,Eddie Rosario,Rosario,9.967857360839844,28,2700,CLE@KC,CLE,KC,,,,,,OF/UTIL
58417-60631,OF,Kyle,Kyle Schwarber,Schwarber,7.0210523103412825,19,2700,ATL@WSH,WSH,ATL,,,,,,OF/UTIL
58417-79170,OF,Willie,Willie Calhoun,Calhoun,10.120000203450521,15,2700,TEX@MIN,TEX,MIN,,,,,1,OF/UTIL
58417-38299,OF,Kevin,Kevin Pillar,Pillar,5.8833334181043835,18,2700,NYM@STL,NYM,STL,,,,,6,OF/UTIL
58417-71182,1B/3B,Jeimer,Jeimer Candelario,Candelario,8.299999606224798,31,2700,DET@BOS,DET,BOS,,,,,3,C/1B/3B/UTIL
58417-23107,OF,Jorge,Jorge Soler,Soler,7.903448170629041,29,2700,CLE@KC,KC,CLE,,,,,5,OF/UTIL
58417-13894,OF,Aaron,Aaron Hicks,Hicks,7.7296295166015625,27,2700,HOU@NYY,NYY,HOU,,,,,7,OF/UTIL
58417-17097,OF,Brandon,Brandon Nimmo,Nimmo,8.97142828078497,21,2700,NYM@STL,NYM,STL,IL,Finger,,,0,OF/UTIL
58417-81622,C,Mitch,Mitch Garver,Garver,8.686363913796164,22,2700,TEX@MIN,MIN,TEX,,,,,0,C/1B/UTIL
58417-53994,1B,Josh,Josh Bell,Bell,8.53529447667739,17,2700,ATL@WSH,WSH,ATL,,,,,,C/1B/UTIL
58417-68547,OF,Tyler,Tyler O'Neill,O'Neill,10.385714576357888,21,2700,NYM@STL,STL,NYM,,,,,,OF/UTIL
58417-13354,2B,Cesar,Cesar Hernandez,Hernandez,7.375,28,2600,CLE@KC,CLE,KC,,,,,,2B/UTIL
58417-79918,C,Kyle,Kyle Higashioka,Higashioka,9.326666259765625,15,2600,HOU@NYY,NYY,HOU,,,,,8,C/1B/UTIL
58417-38112,3B,Gio,Gio Urshela,Urshela,9.029629742657697,27,2600,HOU@NYY,NYY,HOU,,,,,4,3B/UTIL
58417-38252,OF,Stephen,Stephen Piscotty,Piscotty,5.947999877929687,25,2600,TOR@OAK,OAK,TOR,,,,,,OF/UTIL
58417-13792,2B/OF,Kike,Kike Hernandez,Hernandez,9.09655130320582,29,2600,DET@BOS,BOS,DET,,,,,,2B/OF/UTIL
58417-79400,OF,Dylan,Dylan Carlson,Carlson,9.758064516129032,31,2600,NYM@STL,STL,NYM,DTD,Lower leg,,,,OF/UTIL
58417-17014,SS,Andrelton,Andrelton Simmons,Simmons,7.515789634303043,19,2600,TEX@MIN,MIN,TEX,,,,,8,SS/UTIL
58417-119444,C,Alejandro,Alejandro Kirk,Kirk,7.376470677992877,17,2600,TOR@OAK,TOR,OAK,IL,Hip,,,,C/1B/UTIL
58417-54068,OF,Hunter,Hunter Renfroe,Renfroe,8.095652041227922,23,2600,DET@BOS,BOS,DET,,,,,,OF/UTIL
58417-11344,C,Jason,Jason Castro,Castro,8.264285496303014,14,2500,HOU@NYY,HOU,NYY,,,,,0,C/1B/UTIL
58417-79223,1B/OF,Josh,Josh Naylor,Naylor,7.730769230769231,26,2500,CLE@KC,CLE,KC,,,,,,C/1B/OF/UTIL
58417-79225,3B/SS,Luis,Luis Urias,Urias,7.914285932268415,28,2500,MIL@PHI,MIL,PHI,,,,,6,3B/SS/UTIL
58417-38282,1B,Daniel,Daniel Vogelbach,Vogelbach,4.589655382879849,29,2500,MIL@PHI,MIL,PHI,,,,,2,C/1B/UTIL
