Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Probable Pitcher,Batting Order,Roster Position
58318-12257,P,Adam,Adam Ottavino,Ottavino,5,12,5500,DET@BOS,BOS,DET,,,,,0,P
58318-110564,P,Chris,Chris Mazza,Mazza,1.8333333333333333,6,5500,TB@LAA,TB,LAA,IL,Shoulder,,,0,P
58318-102377,P,Trevor,Trevor Stephan,Stephan,7.142857142857143,7,5500,CLE@KC,CLE,KC,,,,,,P
58318-102376,P,Garrett,Garrett Whitlock,Whitlock,13.857142857142858,7,5500,DET@BOS,BOS,DET,,,,,0,P
58318-102382,P,Daulton,Daulton Jefferies,Jefferies,-6,1,5500,TOR@OAK,OAK,TOR,IL,Biceps,,,,P
58318-102394,P,Luis,Luis Patino,Patino,14.5,2,5500,TB@LAA,TB,LAA,,,,,0,P
58318-102397,P,Wyatt,Wyatt Mills,Mills,4,2,5500,BAL@SEA,SEA,BAL,,,,,,P
58318-12933,OF,Mike,Mike Trout,Trout,15.125,24,4500,TB@LAA,LAA,TB,,,,,,OF/UTIL
58318-79393,SS,Fernando,Fernando Tatis Jr.,Tatis Jr.,14.333333333333334,21,4400,PIT@SD,SD,PIT,,,,,,SS/UTIL
58318-39086,OF,Byron,Byron Buxton,Buxton,16.233333042689733,21,4300,TEX@MIN,MIN,TEX,,,,,,OF/UTIL
58318-13540,OF,J.D.,J.D. Martinez,Martinez,15.525926378038195,27,4200,DET@BOS,BOS,DET,,,,,3,OF/UTIL
58318-79756,OF,Ronald,Ronald Acuna Jr.,Acuna Jr.,16.50769277719351,26,4200,ATL@WSH,ATL,WSH,,,,,1,OF/UTIL
58318-38976,3B,Jose,Jose Ramirez,Ramirez,13.33703726309317,27,4100,CLE@KC,CLE,KC,,,,,,3B/UTIL
58318-12948,OF,Bryce,Bryce Harper,Harper,13.108333587646484,24,4100,MIL@PHI,PHI,MIL,DTD,Wrist,,,0,OF/UTIL
58318-11334,1B,Freddie,Freddie Freeman,Freeman,11.25,28,4000,ATL@WSH,ATL,WSH,,,,,2,C/1B/UTIL
58318-79273,1B/3B,Vladimir,Vladimir Guerrero Jr.,Guerrero Jr.,14.28888843677662,27,4000,TOR@OAK,TOR,OAK,,,,,,C/1B/3B/UTIL
58318-12310,1B,Carlos,Carlos Santana,Santana,12.40370347764757,27,3900,CLE@KC,KC,CLE,,,,,3,C/1B/UTIL
58318-65881,SS,Trea,Trea Turner,Turner,12.191666920979818,24,3900,ATL@WSH,WSH,ATL,,,,,1,SS/UTIL
58318-16983,OF,George,George Springer,Springer,14.774999618530273,4,3900,TOR@OAK,TOR,OAK,,,,,,OF/UTIL
58318-70562,2B/OF,Whit,Whit Merrifield,Merrifield,12.85555578161169,27,3900,CLE@KC,KC,CLE,,,,,1,2B/OF/UTIL
58318-79215,1B,Rhys,Rhys Hoskins,Hoskins,11.275862068965518,29,3900,MIL@PHI,PHI,MIL,,,,,2,C/1B/UTIL
58318-79282,OF,Juan,Juan Soto,Soto,12.014285496303014,14,3900,ATL@WSH,WSH,ATL,,,,,0,OF/UTIL
58318-5763,OF,Nelson,Nelson Cruz,Cruz,12.788461538461538,26,3900,TEX@MIN,MIN,TEX,,,,,,OF/UTIL
58318-82614,1B,Pete,Pete Alonso,Alonso,11.41739156971807,23,3800,NYM@STL,NYM,STL,,,,,,C/1B/UTIL
58318-21609,OF,Christian,Christian Yelich,Yelich,10.109999847412109,10,3800,MIL@PHI,MIL,PHI,,,,,0,OF/UTIL
58318-79175,OF,Trent,Trent Grisham,Grisham,11.709523518880209,21,3800,PIT@SD,SD,PIT,,,,,,OF/UTIL
58318-12302,OF,Giancarlo,Giancarlo Stanton,Stanton,10.670833587646484,24,3700,HOU@NYY,NYY,HOU,,,,,2,OF/UTIL
58318-82654,SS,Bo,Bo Bichette,Bichette,12.47037082248264,27,3700,TOR@OAK,TOR,OAK,,,,,,SS/UTIL
58318-13266,C,Salvador,Salvador Perez,Perez,10.28888843677662,27,3700,CLE@KC,KC,CLE,,,,,4,C/1B/UTIL
58318-68585,3B,Rafael,Rafael Devers,Devers,12.618518970630786,27,3700,DET@BOS,BOS,DET,DTD,Shoulder,,,0,3B/UTIL
58318-82575,OF,Yordan,Yordan Alvarez,Alvarez,11.91904776436942,21,3600,HOU@NYY,HOU,NYY,,,,,4,OF/UTIL
58318-68522,3B,Alex,Alex Bregman,Bregman,10.69545468417081,22,3600,HOU@NYY,HOU,NYY,,,,,3,3B/UTIL
58318-52175,1B,Matt,Matt Olson,Olson,12.637499491373697,24,3600,TOR@OAK,OAK,TOR,,,,,,C/1B/UTIL
58318-60643,OF,Aaron,Aaron Judge,Judge,11.60800048828125,25,3600,HOU@NYY,NYY,HOU,,,,,3,OF/UTIL
58318-104483,1B,Jared,Jared Walsh,Walsh,12.51153799203726,26,3500,TB@LAA,LAA,TB,,,,,,C/1B/UTIL
58318-14562,2B,Jose,Jose Altuve,Altuve,9.727778116861979,18,3500,HOU@NYY,HOU,NYY,,,,,1,2B/UTIL
58318-16951,3B,Anthony,Anthony Rendon,Rendon,11.286666870117188,15,3500,TB@LAA,LAA,TB,DTD,Knee,,,,3B/UTIL
58318-37982,SS,Xander,Xander Bogaerts,Bogaerts,11.603703251591435,27,3500,DET@BOS,BOS,DET,,,,,4,SS/UTIL
58318-83155,OF,Ramon,Ramon Laureano,Laureano,12.496296070240161,27,3500,TOR@OAK,OAK,TOR,,,,,,OF/UTIL
58318-13929,3B,Manny,Manny Machado,Machado,10.637931034482758,29,3500,PIT@SD,SD,PIT,,,,,,3B/UTIL
58318-53401,OF,Trey,Trey Mancini,Mancini,9.658620900121228,29,3400,BAL@SEA,BAL,SEA,,,,,,OF/UTIL
58318-84133,OF,Franmil,Franmil Reyes,Reyes,12.908332824707031,24,3400,CLE@KC,CLE,KC,,,,,,OF/UTIL
58318-23107,OF,Jorge,Jorge Soler,Soler,8.007407294379341,27,3400,CLE@KC,KC,CLE,,,,,5,OF/UTIL
58318-17139,C,J.T.,J.T. Realmuto,Realmuto,9.092592592592593,27,3400,MIL@PHI,PHI,MIL,,,,,3,C/1B/UTIL
58318-85261,OF,Randy,Randy Arozarena,Arozarena,9.75925925925926,27,3400,TB@LAA,TB,LAA,,,,,1,OF/UTIL
58318-79160,OF,Alex,Alex Verdugo,Verdugo,11.055555555555555,27,3400,DET@BOS,BOS,DET,,,,,2,OF/UTIL
58318-73159,OF,Mitch,Mitch Haniger,Haniger,12.767857142857142,28,3400,BAL@SEA,SEA,BAL,,,,,,OF/UTIL
58318-38614,SS,Carlos,Carlos Correa,Correa,10.025926378038195,27,3400,HOU@NYY,HOU,NYY,,,,,6,SS/UTIL
58318-71507,1B,Yuli,Yuli Gurriel,Gurriel,11.08148193359375,27,3400,HOU@NYY,HOU,NYY,,,,,5,C/1B/UTIL
58318-12928,1B,Eric,Eric Hosmer,Hosmer,9.989655593345905,29,3300,PIT@SD,SD,PIT,,,,,,C/1B/UTIL
58318-82620,2B/OF,Nick,Nick Solak,Solak,11.176666259765625,30,3300,TEX@MIN,TEX,MIN,,,,,2,2B/OF/UTIL
58318-68495,OF,Andrew,Andrew Benintendi,Benintendi,10.415999755859374,25,3300,CLE@KC,KC,CLE,,,,,2,OF/UTIL
58318-52180,OF,Austin,Austin Meadows,Meadows,9.762963189019096,27,3300,TB@LAA,TB,LAA,,,,,2,OF/UTIL
58318-68587,2B,Ozzie,Ozzie Albies,Albies,10.776923546424278,26,3300,ATL@WSH,ATL,WSH,,,,,4,2B/UTIL
58318-21666,OF,Mark,Mark Canha,Canha,11.90344869679418,29,3300,TOR@OAK,OAK,TOR,,,,,,OF/UTIL
58318-5456,OF,Andrew,Andrew McCutchen,McCutchen,7.564000244140625,25,3300,MIL@PHI,PHI,MIL,,,,,1,OF/UTIL
58318-85504,2B/OF,Brandon,Brandon Lowe,Lowe,8.103571210588727,28,3300,TB@LAA,TB,LAA,,,,,4,2B/OF/UTIL
58318-13966,3B,Kyle,Kyle Seager,Seager,9.593332926432291,30,3300,BAL@SEA,SEA,BAL,,,,,,3B/UTIL
58318-81953,OF,Austin,Austin Hays,Hays,11.350000381469727,16,3200,BAL@SEA,BAL,SEA,,,,,,OF/UTIL
58318-73832,2B/3B,Joey,Joey Wendle,Wendle,9.429629855685764,27,3200,TB@LAA,TB,LAA,,,,,6,2B/3B/UTIL
58318-17086,OF,Marcell,Marcell Ozuna,Ozuna,7.946428571428571,28,3200,ATL@WSH,ATL,WSH,,,,,3,OF/UTIL
58318-5177,1B,Albert,Albert Pujols,Pujols,8.16521752398947,23,3200,TB@LAA,LAA,TB,,,,,,C/1B/UTIL
58318-13719,3B,Nolan,Nolan Arenado,Arenado,10.796551934603986,29,3200,NYM@STL,STL,NYM,,,,,,3B/UTIL
58318-101842,2B/3B,Ty,Ty France,France,9.836666870117188,30,3200,BAL@SEA,SEA,BAL,,,,,,2B/3B/UTIL
58318-85520,OF,Adolis,Adolis Garcia,Garcia,11.609999847412109,20,3200,TEX@MIN,TEX,MIN,,,,,4,OF/UTIL
58318-6197,OF,Justin,Justin Upton,Upton,9.216666539510092,24,3100,TB@LAA,LAA,TB,,,,,,OF/UTIL
58318-6273,OF,Michael,Michael Brantley,Brantley,9.891666412353516,24,3100,HOU@NYY,HOU,NYY,,,,,2,OF/UTIL
58318-82536,OF,Cedric,Cedric Mullins,Mullins,11.051724137931034,29,3100,BAL@SEA,BAL,SEA,,,,,,OF/UTIL
58318-12968,1B,Paul,Paul Goldschmidt,Goldschmidt,9.751851399739584,27,3100,NYM@STL,STL,NYM,,,,,,C/1B/UTIL
58318-68525,3B/OF,J.D.,J.D. Davis,Davis,9.75,14,3100,NYM@STL,NYM,STL,IL,Hand,,,,3B/OF/UTIL
58318-52170,1B/OF,Dominic,Dominic Smith,Smith,6.538095383417039,21,3100,NYM@STL,NYM,STL,,,,,,C/1B/OF/UTIL
58318-13567,2B/3B,DJ,DJ LeMahieu,LeMahieu,8.776922959547777,26,3100,HOU@NYY,NYY,HOU,,,,,1,2B/3B/UTIL
58318-13841,SS,Didi,Didi Gregorius,Gregorius,8.529166539510092,24,3100,MIL@PHI,PHI,MIL,,,,,5,SS/UTIL
58318-16952,SS,Francisco,Francisco Lindor,Lindor,6.1521739130434785,23,3000,NYM@STL,NYM,STL,,,,,,SS/UTIL
58318-68544,3B,Matt,Matt Chapman,Chapman,8.496666463216146,30,3000,TOR@OAK,OAK,TOR,,,,,,3B/UTIL
58318-52164,2B/SS,Adalberto,Adalberto Mondesi,Mondesi,10.772880942134535,59,3000,CLE@KC,KC,CLE,IL,Oblique,,,0,2B/SS/UTIL
58318-80838,1B,Luke,Luke Voit,Voit,13.62857164655413,56,3000,HOU@NYY,NYY,HOU,IL,Knee,,,0,C/1B/UTIL
58318-82977,3B/SS,Isiah,Isiah Kiner-Falefa,Kiner-Falefa,10.926666259765625,30,3000,TEX@MIN,TEX,MIN,,,,,1,3B/SS/UTIL
58318-37983,C,Mike,Mike Zunino,Zunino,10.3176466997932,17,3000,TB@LAA,TB,LAA,,,,,7,C/1B/UTIL
58318-54401,OF,Manuel,Manuel Margot,Margot,8.933333220305267,27,3000,TB@LAA,TB,LAA,,,,,3,OF/UTIL
58318-21705,2B/SS,Marcus,Marcus Semien,Semien,10.681481255425346,27,3000,TOR@OAK,TOR,OAK,,,,,,2B/SS/UTIL
58318-60642,OF,Michael,Michael Conforto,Conforto,8.586363358931107,22,3000,NYM@STL,NYM,STL,,,,,,OF/UTIL
58318-79125,OF,Kyle,Kyle Tucker,Tucker,8.717857360839844,28,3000,HOU@NYY,HOU,NYY,,,,,7,OF/UTIL
58318-79156,2B/SS,David,David Fletcher,Fletcher,7.63703692400897,27,3000,TB@LAA,LAA,TB,,,,,,2B/SS/UTIL
58318-79216,3B,Ke'Bryan,Ke'Bryan Hayes,Hayes,15.699999809265137,2,3000,PIT@SD,PIT,SD,IL,Wrist,,,,3B/UTIL
58318-21875,OF,Max,Max Kepler,Kepler,9.158823349896599,17,3000,TEX@MIN,MIN,TEX,,,,,,OF/UTIL
58318-79230,OF,Bryan,Bryan Reynolds,Reynolds,10.107142857142858,28,3000,PIT@SD,PIT,SD,,,,,,OF/UTIL
58318-13771,2B/3B,Josh,Josh Harrison,Harrison,10.782353120691637,17,3000,ATL@WSH,WSH,ATL,,,,,3,2B/3B/UTIL
58318-16948,2B,Kolten,Kolten Wong,Wong,9.23888905843099,18,2900,MIL@PHI,MIL,PHI,,,,,1,2B/UTIL
58318-17097,OF,Brandon,Brandon Nimmo,Nimmo,8.97142828078497,21,2900,NYM@STL,NYM,STL,DTD,Finger,,,,OF/UTIL
58318-52162,3B/OF,Hunter,Hunter Dozier,Dozier,8.178261134935463,23,2900,CLE@KC,KC,CLE,,,,,6,3B/OF/UTIL
58318-52168,1B/3B,Colin,Colin Moran,Moran,9.29642813546317,28,2900,PIT@SD,PIT,SD,,,,,,C/1B/3B/UTIL
58318-85307,2B/3B,Jeff,Jeff McNeil,McNeil,7.172727411443537,22,2900,NYM@STL,NYM,STL,,,,,,2B/3B/UTIL
58318-73023,OF,Teoscar,Teoscar Hernandez,Hernandez,8.590909090909092,11,2900,TOR@OAK,TOR,OAK,,,,,,OF/UTIL
58318-118210,1B/2B,Jake,Jake Cronenworth,Cronenworth,8.616666666666667,30,2900,PIT@SD,SD,PIT,,,,,,C/1B/2B/UTIL
58318-13854,OF,Robbie,Robbie Grossman,Grossman,8.010714394705635,28,2900,DET@BOS,DET,BOS,,,,,1,OF/UTIL
58318-12113,3B,Josh,Josh Donaldson,Donaldson,8.931249618530273,16,2900,TEX@MIN,MIN,TEX,,,,,,3B/UTIL
58318-6029,2B,Jed,Jed Lowrie,Lowrie,10.214285714285714,28,2900,TOR@OAK,OAK,TOR,,,,,,2B/UTIL
58318-79918,C,Kyle,Kyle Higashioka,Higashioka,9.549999782017299,14,2800,HOU@NYY,NYY,HOU,,,,,8,C/1B/UTIL
58318-53725,1B,Renato,Renato Nunez,Nunez,9.785714285714286,7,2800,DET@BOS,DET,BOS,,,,,0,C/1B/UTIL
58318-80462,SS,Paul,Paul DeJong,DeJong,9.359259146231192,27,2800,NYM@STL,STL,NYM,,,,,,SS/UTIL
58318-82611,OF,Akil,Akil Baddoo,Baddoo,8.80454531582919,22,2800,DET@BOS,DET,BOS,,,,,0,OF/UTIL
58318-11344,C,Jason,Jason Castro,Castro,9.391666412353516,12,2800,HOU@NYY,HOU,NYY,,,,,0,C/1B/UTIL
58318-70898,2B/OF,Adam,Adam Frazier,Frazier,9.622221770109954,27,2800,PIT@SD,PIT,SD,,,,,,2B/OF/UTIL
58318-85285,1B,Nate,Nate Lowe,Lowe,11.786666870117188,30,2800,TEX@MIN,TEX,MIN,,,,,3,C/1B/UTIL
58318-21874,2B/SS,Jorge,Jorge Polanco,Polanco,8.624000244140625,25,2800,TEX@MIN,MIN,TEX,,,,,,2B/SS/UTIL
58318-79234,OF,Kyle,Kyle Lewis,Lewis,6.418181679465554,11,2800,BAL@SEA,SEA,BAL,,,,,,OF/UTIL
58318-38321,OF,Joey,Joey Gallo,Gallo,9.817241800242456,29,2800,TEX@MIN,TEX,MIN,,,,,5,OF/UTIL
58318-101827,2B,Luis,Luis Arraez,Arraez,9.22,25,2800,TEX@MIN,MIN,TEX,IL,Concussion,,,,2B/UTIL
58318-79400,OF,Dylan,Dylan Carlson,Carlson,9.99310302734375,29,2800,NYM@STL,STL,NYM,,,,,,OF/UTIL
58318-13909,OF,Randal,Randal Grichuk,Grichuk,10.11481504087095,27,2800,TOR@OAK,TOR,OAK,,,,,,OF/UTIL
58318-81506,OF,Jordan,Jordan Luplow,Luplow,10.3000001453218,21,2800,CLE@KC,CLE,KC,,,,,,OF/UTIL
58318-38571,1B/3B,Travis,Travis Shaw,Shaw,9.723077040452223,26,2800,MIL@PHI,MIL,PHI,,,,,4,C/1B/3B/UTIL
58318-110404,2B/3B,Mike,Mike Brosseau,Brosseau,6.580000305175782,20,2800,TB@LAA,TB,LAA,,,,,0,2B/3B/UTIL
58318-102331,2B/SS,Nicky,Nicky Lopez,Lopez,7.011111224139178,27,2800,CLE@KC,KC,CLE,,,,,9,2B/SS/UTIL
58318-12434,OF,Lorenzo,Lorenzo Cain,Cain,12.487500190734863,8,2700,MIL@PHI,MIL,PHI,,,,,0,OF/UTIL
58318-72261,OF,Guillermo,Guillermo Heredia,Heredia,11.26153799203726,13,2700,ATL@WSH,ATL,WSH,IL,Hamstring,,,0,OF/UTIL
58318-12931,OF,Wil,Wil Myers,Myers,9.003448486328125,29,2700,PIT@SD,SD,PIT,,,,,,OF/UTIL
58318-12985,OF,Avisail,Avisail Garcia,Garcia,9.11923100398137,26,2700,MIL@PHI,MIL,PHI,,,,,0,OF/UTIL
58318-82624,C,Sean,Sean Murphy,Murphy,8.3227275501598,22,2700,TOR@OAK,OAK,TOR,,,,,,C/1B/UTIL
58318-53994,1B,Josh,Josh Bell,Bell,8.681249618530273,16,2700,ATL@WSH,WSH,ATL,,,,,4,C/1B/UTIL
58318-5062,1B,Ryan,Ryan Zimmerman,Zimmerman,8.482352761661305,17,2700,ATL@WSH,WSH,ATL,,,,,0,C/1B/UTIL
58318-52178,3B,Maikel,Maikel Franco,Franco,8.62857164655413,28,2700,BAL@SEA,BAL,SEA,,,,,,3B/UTIL
58318-21584,2B/3B,Rougned,Rougned Odor,Odor,8.383332994249132,18,2700,HOU@NYY,NYY,HOU,,,,,9,2B/3B/UTIL
58318-60631,OF,Kyle,Kyle Schwarber,Schwarber,7.464705972110524,17,2700,ATL@WSH,WSH,ATL,,,,,5,OF/UTIL
58318-79120,1B/3B,Yandy,Yandy Diaz,Diaz,6.835714067731585,28,2700,TB@LAA,TB,LAA,,,,,5,C/1B/3B/UTIL
58318-85277,2B/3B,Cavan,Cavan Biggio,Biggio,6.556521871815557,23,2700,TOR@OAK,TOR,OAK,,,,,,2B/3B/UTIL
58318-79170,OF,Willie,Willie Calhoun,Calhoun,9.292857578822545,14,2700,TEX@MIN,TEX,MIN,,,,,6,OF/UTIL
58318-13792,2B/OF,Kike,Kike Hernandez,Hernandez,8.396296183268229,27,2700,DET@BOS,BOS,DET,,,,,1,2B/OF/UTIL
58318-13961,OF,Kevin,Kevin Kiermaier,Kiermaier,5.678947448730469,19,2700,TB@LAA,TB,LAA,,,,,8,OF/UTIL
58318-12123,C,Wilson,Wilson Ramos,Ramos,7.344444557472512,27,2700,DET@BOS,DET,BOS,,,,,6,C/1B/UTIL
58318-108450,2B/OF,Tommy,Tommy Edman,Edman,9.517241379310345,29,2700,NYM@STL,STL,NYM,,,,,,2B/OF/UTIL
58318-81924,2B/SS,Niko,Niko Goodrum,Goodrum,8.136363636363637,22,2600,DET@BOS,DET,BOS,,,,,5,2B/SS/UTIL
58318-81980,3B,Phillip,Phillip Evans,Evans,8.772000122070313,25,2600,PIT@SD,PIT,SD,,,,,,3B/UTIL
58318-82556,OF,Taylor,Taylor Trammell,Trammell,7.867999877929687,25,2600,BAL@SEA,SEA,BAL,,,,,,OF/UTIL
58318-13099,C,Travis,Travis d'Arnaud,d'Arnaud,6.543478260869565,23,2600,ATL@WSH,ATL,WSH,IL,Thumb,,,0,C/1B/UTIL
58318-13102,2B/SS,Freddy,Freddy Galvis,Galvis,8.435999755859376,25,2600,BAL@SEA,BAL,SEA,,,,,,2B/SS/UTIL
58318-82824,1B,Mike,Mike Ford,Ford,7.255555894639757,9,2600,HOU@NYY,NYY,HOU,,,,,0,C/1B/UTIL
58318-13262,2B/OF,Jurickson,Jurickson Profar,Profar,8.337931139715787,29,2600,PIT@SD,SD,PIT,,,,,,2B/OF/UTIL
58318-17382,OF,Gregory,Gregory Polanco,Polanco,7.945833206176758,24,2600,PIT@SD,PIT,SD,,,,,,OF/UTIL
58318-68588,SS/2B,Gleyber,Gleyber Torres,Torres,7.003846388596755,26,2600,HOU@NYY,NYY,HOU,,,,,5,2B/SS/UTIL
58318-5181,C,Yadier,Yadier Molina,Molina,12.031579268606086,19,2600,NYM@STL,STL,NYM,IL,Foot,,,,C/1B/UTIL
58318-38112,3B,Gio,Gio Urshela,Urshela,9.272000122070313,25,2600,HOU@NYY,NYY,HOU,,,,,4,3B/UTIL
58318-79082,1B/OF,Ryan,Ryan Mountcastle,Mountcastle,6.421428680419922,28,2600,BAL@SEA,BAL,SEA,,,,,,C/1B/OF/UTIL
58318-85274,OF,DJ,DJ Stewart,Stewart,7.384210686934622,19,2600,BAL@SEA,BAL,SEA,DTD,Back,,,,OF/UTIL
58318-79188,OF,Alex,Alex Kirilloff,Kirilloff,11.591667175292969,12,2600,TEX@MIN,MIN,TEX,,,,,,OF/UTIL
58318-71182,1B/3B,Jeimer,Jeimer Candelario,Candelario,7.351724032698007,29,2600,DET@BOS,DET,BOS,,,,,2,C/1B/3B/UTIL
58318-71217,C,Omar,Omar Narvaez,Narvaez,9.040908813476562,22,2600,MIL@PHI,MIL,PHI,IL,Hamstring,,,0,C/1B/UTIL
58318-81622,C,Mitch,Mitch Garver,Garver,8.169999694824218,20,2600,TEX@MIN,MIN,TEX,,,,,,C/1B/UTIL
58318-102370,1B/3B,Alec,Alec Bohm,Bohm,7.789654961947737,29,2600,MIL@PHI,PHI,MIL,,,,,4,C/1B/3B/UTIL
58318-16950,1B,Miguel,Miguel Sano,Sano,7.013333129882812,15,2500,TEX@MIN,MIN,TEX,IL,Hamstring,,,,C/1B/UTIL
58318-21074,OF,Michael A.,Michael A. Taylor,Taylor,7.257692190317007,26,2500,CLE@KC,KC,CLE,,,,,7,OF/UTIL
58318-119444,C,Alejandro,Alejandro Kirk,Kirk,7.376470677992877,17,2500,TOR@OAK,TOR,OAK,IL,Hip,,,,C/1B/UTIL
58318-82637,1B,Evan,Evan White,White,4.827272588556463,22,2500,BAL@SEA,SEA,BAL,NA,Personal,,,,C/1B/UTIL
58318-17167,1B,Brad,Brad Miller,Miller,5.415789553993626,19,2500,MIL@PHI,PHI,MIL,,,,,6,C/1B/UTIL
58318-54049,2B,Aledmys,Aledmys Diaz,Diaz,8.699999640969668,17,2500,HOU@NYY,HOU,NYY,,,,,0,2B/UTIL
58318-68547,OF,Tyler,Tyler O'Neill,O'Neill,10.678947047183389,19,2500,NYM@STL,STL,NYM,,,,,,OF/UTIL
58318-68586,SS,Dansby,Dansby Swanson,Swanson,6.382142748151507,28,2500,ATL@WSH,ATL,WSH,,,,,6,SS/UTIL
58318-5118,1B,Miguel,Miguel Cabrera,Cabrera,5.406666564941406,15,2500,DET@BOS,DET,BOS,,,,,3,C/1B/UTIL
58318-38040,OF,Eddie,Eddie Rosario,Rosario,9.625925699869791,27,2500,CLE@KC,CLE,KC,,,,,,OF/UTIL
58318-79174,C,Jacob,Jacob Nottingham,Nottingham,40.900001525878906,1,2500,MIL@PHI,MIL,PHI,,,,,8,C/1B/UTIL
58318-79225,3B/SS,Luis,Luis Urias,Urias,8.1499997652494,26,2500,MIL@PHI,MIL,PHI,,,,,2,3B/SS/UTIL
58318-79249,OF,Harrison,Harrison Bader,Bader,15.725000381469727,4,2500,NYM@STL,STL,NYM,,,,,,OF/UTIL
58318-79272,OF,Lourdes,Lourdes Gurriel Jr.,Gurriel Jr.,6.608333587646484,24,2500,TOR@OAK,TOR,OAK,,,,,,OF/UTIL
58318-13894,OF,Aaron,Aaron Hicks,Hicks,7.48,25,2500,HOU@NYY,NYY,HOU,,,,,7,OF/UTIL
58318-12168,2B,Starlin,Starlin Castro,Castro,6.545833587646484,24,2500,ATL@WSH,WSH,ATL,,,,,6,2B/UTIL
58318-102411,C,Andrew,Andrew Knizner,Knizner,4.806250095367432,16,2400,NYM@STL,STL,NYM,,,,,,C/1B/UTIL
58318-16945,C,Gary,Gary Sanchez,Sanchez,6.9789476896587175,19,2400,HOU@NYY,NYY,HOU,,,,,0,C/1B/UTIL
58318-16947,2B,Jonathan,Jonathan Schoop,Schoop,5.292307927058293,26,2400,DET@BOS,DET,BOS,,,,,4,2B/UTIL
58318-16981,C,Yan,Yan Gomes,Gomes,7.821428571428571,14,2400,ATL@WSH,WSH,ATL,,,,,7,C/1B/UTIL
58318-17014,SS,Andrelton,Andrelton Simmons,Simmons,8.400000179515166,17,2400,TEX@MIN,MIN,TEX,,,,,,SS/UTIL
58318-12919,SS,Jose,Jose Iglesias,Iglesias,6.651852077907986,27,2400,TB@LAA,LAA,TB,,,,,,SS/UTIL
58318-82555,3B/SS,Willi,Willi Castro,Castro,5.187999877929688,25,2400,DET@BOS,DET,BOS,,,,,7,3B/SS/UTIL
58318-21165,C,Roberto,Roberto Perez,Perez,7.721052470960115,19,2400,CLE@KC,CLE,KC,,,,,,C/1B/UTIL
58318-54068,OF,Hunter,Hunter Renfroe,Renfroe,7.0619049072265625,21,2400,DET@BOS,BOS,DET,,,,,8,OF/UTIL
58318-52157,C,Tom,Tom Murphy,Murphy,6.227777693006727,18,2400,BAL@SEA,SEA,BAL,,,,,,C/1B/UTIL
58318-52179,SS,J.P.,J.P. Crawford,Crawford,6.420000203450521,30,2400,BAL@SEA,SEA,BAL,,,,,,SS/UTIL
58318-52187,1B,Ji-Man,Ji-Man Choi,Choi,7.552381243024554,42,2400,TB@LAA,TB,LAA,IL,Knee,,,0,C/1B/UTIL
58318-68589,SS/OF,Amed,Amed Rosario,Rosario,6.579166412353516,24,2400,CLE@KC,CLE,KC,,,,,,SS/OF/UTIL
58318-70665,C,Jacob,Jacob Stallings,Stallings,7.881817904385653,22,2400,PIT@SD,PIT,SD,,,,,,C/1B/UTIL
58318-5311,C,Kurt,Kurt Suzuki,Suzuki,5.971428462437221,14,2400,TB@LAA,LAA,TB,,,,,,C/1B/UTIL
58318-79074,3B,Austin,Austin Riley,Riley,8.59642846243722,28,2400,ATL@WSH,ATL,WSH,,,,,5,3B/UTIL
58318-79141,C,Ryan,Ryan O'Hearn,O'Hearn,7.485714503696987,7,2400,CLE@KC,KC,CLE,,,,,0,C/1B/UTIL
58318-38252,OF,Stephen,Stephen Piscotty,Piscotty,6.33478247601053,23,2400,TOR@OAK,OAK,TOR,,,,,,OF/UTIL
58318-38299,OF,Kevin,Kevin Pillar,Pillar,5.231249809265137,16,2400,NYM@STL,NYM,STL,,,,,,OF/UTIL
58318-79277,1B,Rowdy,Rowdy Tellez,Tellez,4.638888888888889,18,2400,TOR@OAK,TOR,OAK,,,,,,C/1B/UTIL
58318-79279,OF,Andrew,Andrew Stevenson,Stevenson,4.404545523903587,22,2400,ATL@WSH,WSH,ATL,,,,,0,OF/UTIL
58318-13858,C,Christian,Christian Vazquez,Vazquez,8.27500025431315,24,2400,DET@BOS,BOS,DET,,,,,5,C/1B/UTIL
58318-79884,OF,Anthony,Anthony Santander,Santander,6.6875,16,2300,BAL@SEA,BAL,SEA,IL,Ankle,,,,OF/UTIL
58318-102453,SS,Zack,Zack Short,Short,4.5,2,2300,DET@BOS,DET,BOS,,,,,0,SS/UTIL
58318-12462,1B,Mitch,Mitch Moreland,Moreland,6.920833587646484,24,2300,TOR@OAK,OAK,TOR,,,,,,C/1B/UTIL
58318-39090,3B/SS,Erik,Erik Gonzalez,Gonzalez,6.1923076923076925,26,2300,PIT@SD,PIT,SD,,,,,,3B/SS/UTIL
58318-65991,C,Pedro,Pedro Severino,Severino,5.145454406738281,22,2300,BAL@SEA,BAL,SEA,,,,,,C/1B/UTIL
58318-12863,1B/3B,Todd,Todd Frazier,Frazier,5.137499809265137,8,2300,PIT@SD,PIT,SD,,,,,,C/1B/3B/UTIL
58318-82605,1B/2B,Keston,Keston Hiura,Hiura,5.465384850135217,26,2300,MIL@PHI,MIL,PHI,,,,,0,C/1B/2B/UTIL
