Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Probable Pitcher,Batting Order,Roster Position
58318-135312,P,Kyle,Kyle Nelson,Nelson,6,2,5500,CLE@KC,CLE,KC,,,,,,P
58318-135313,P,Nick,Nick Sandlin,Sandlin,6,1,5500,CLE@KC,CLE,KC,,,,,,P
58318-102549,P,Andres,Andres Munoz,Munoz,,,5500,BAL@SEA,SEA,BAL,IL,Elbow,,,,P
58318-6295,P,Daniel,Daniel Hudson,Hudson,7.5,8,5500,ATL@WSH,WSH,ATL,,,,,0,P
58318-102552,P,Seth,Seth Elledge,Elledge,5.416666666666667,12,5500,NYM@STL,STL,NYM,,,,,,P
58318-73882,P,Joely,Joely Rodriguez,Rodriguez,5.333333333333333,6,5500,TEX@MIN,TEX,MIN,,,,,0,P
58318-80033,P,Emilio,Emilio Pagan,Pagan,5.769230769230769,13,5500,PIT@SD,SD,PIT,,,,,,P
58318-80035,P,Bobby,Bobby Wahl,Wahl,0.3333333333333333,3,5500,MIL@PHI,MIL,PHI,IL,Oblique,,,0,P
58318-80034,P,Jose,Jose Alvarado,Alvarado,6.3,10,5500,MIL@PHI,PHI,MIL,NA,Suspension,,,0,P
58318-102568,P,Colin,Colin Poche,Poche,,,5500,TB@LAA,TB,LAA,IL,Elbow,,,0,P
58318-12463,P,Greg,Greg Holland,Holland,5.2727272727272725,11,5500,CLE@KC,KC,CLE,,,,,0,P
58318-102574,P,Jake,Jake Woodford,Woodford,10.5,2,5500,NYM@STL,STL,NYM,,,,,,P
58318-145591,P,Eduard,Eduard Bazardo,Bazardo,6,1,5500,DET@BOS,BOS,DET,,,,,0,P
58318-71875,P,Mike,Mike Mayers,Mayers,6.5,14,5500,TB@LAA,LAA,TB,IL,Undisclosed,,,,P
58318-135361,P,Nabil,Nabil Crismatt,Crismatt,12.5,4,5500,PIT@SD,SD,PIT,,,,,,P
58318-145609,P,Peter,Peter Solomon,Solomon,6,2,5500,HOU@NYY,HOU,NYY,,,,,0,P
58318-145626,P,Alec,Alec Bettinger,Bettinger,-21,1,5500,MIL@PHI,MIL,PHI,,,,,0,P
58318-145625,P,Bailey,Bailey Falter,Falter,6,1,5500,MIL@PHI,PHI,MIL,,,,,0,P
58318-12581,P,Brandon,Brandon Kintzler,Kintzler,3.6666666666666665,9,5500,MIL@PHI,PHI,MIL,,,,,0,P
58318-53550,P,Alex,Alex Reyes,Reyes,6.714285714285714,14,5500,NYM@STL,STL,NYM,,,,,,P
58318-117065,P,James,James Karinchak,Karinchak,8.357142857142858,14,5500,CLE@KC,CLE,KC,,,,,,P
58318-135530,P,Brett,Brett de Geus,de Geus,4.333333333333333,9,5500,TEX@MIN,TEX,MIN,,,,,0,P
58318-57717,P,Buck,Buck Farmer,Farmer,2,10,5500,DET@BOS,DET,BOS,,,,,0,P
58318-12675,P,Steve,Steve Cishek,Cishek,4.2,10,5500,TB@LAA,LAA,TB,,,,,,P
58318-61858,P,Raisel,Raisel Iglesias,Iglesias,4.636363636363637,11,5500,TB@LAA,LAA,TB,,,,,,P
58318-57770,P,Alex,Alex Claudio,Claudio,4.6,10,5500,TB@LAA,LAA,TB,,,,,,P
58318-80313,P,Keynan,Keynan Middleton,Middleton,5,10,5500,BAL@SEA,SEA,BAL,,,,,,P
58318-80346,P,Giovanny,Giovanny Gallegos,Gallegos,8.285714285714286,14,5500,NYM@STL,STL,NYM,,,,,,P
58318-117232,P,Michael,Michael King,King,20,3,5500,HOU@NYY,NYY,HOU,,,,,0,P
58318-96760,P,Kyle,Kyle McGowin,McGowin,3.142857142857143,7,5500,ATL@WSH,WSH,ATL,,,,,0,P
58318-145918,P,Will,Will Vest,Vest,5.428571428571429,14,5500,BAL@SEA,SEA,BAL,,,,,,P
58318-145917,P,Mac,Mac Sceroler,Sceroler,10,2,5500,BAL@SEA,BAL,SEA,IL,Shoulder,,,,P
58318-145922,P,Tyler,Tyler Wells,Wells,6.833333333333333,6,5500,BAL@SEA,BAL,SEA,,,,,,P
58318-80409,P,Paolo,Paolo Espino,Espino,8.333333333333334,3,5500,ATL@WSH,WSH,ATL,,,,,0,P
58318-64044,P,Tyler,Tyler Duffey,Duffey,4.1,10,5500,TEX@MIN,MIN,TEX,,,,,,P
58318-12860,P,Zack,Zack Britton,Britton,4.95,20,5500,HOU@NYY,NYY,HOU,IL,Elbow,,,0,P
58318-80446,P,Drew,Drew Steckenrider,Steckenrider,8.4,10,5500,BAL@SEA,SEA,BAL,,,,,,P
58318-119361,P,Drew,Drew Rasmussen,Rasmussen,5.363636363636363,11,5500,MIL@PHI,MIL,PHI,,,,,0,P
58318-139851,P,Justin,Justin Topa,Topa,8.833333333333334,6,5500,MIL@PHI,MIL,PHI,IL,Elbow,,,0,P
58318-80461,P,Ryne,Ryne Harper,Harper,6,2,5500,ATL@WSH,WSH,ATL,,,,,0,P
58318-16986,P,Alex,Alex Colome,Colome,4.1,10,5500,TEX@MIN,MIN,TEX,,,,,,P
58318-80478,P,Reymin,Reymin Guduan,Guduan,-0.8,5,5500,TOR@OAK,OAK,TOR,,,,,,P
58318-16994,P,Lucas,Lucas Luetge,Luetge,8.3,10,5500,HOU@NYY,NYY,HOU,,,,,0,P
58318-82539,P,Jalen,Jalen Beeks,Beeks,10.083333333333334,12,5500,TB@LAA,TB,LAA,IL,Elbow,,,0,P
58318-82538,P,Darwinzon,Darwinzon Hernandez,Hernandez,5.7272727272727275,11,5500,DET@BOS,BOS,DET,,,,,0,P
58318-82547,P,Thomas,Thomas Hatch,Hatch,8.352941176470589,17,5500,TOR@OAK,TOR,OAK,IL,Elbow,,,,P
58318-82548,P,Alex,Alex Lange,Lange,5,8,5500,DET@BOS,DET,BOS,,,,,0,P
58318-62087,P,Miguel,Miguel Castro,Castro,7.2,10,5500,NYM@STL,NYM,STL,,,,,,P
58318-17037,P,Trevor,Trevor Rosenthal,Rosenthal,7.6521739130434785,23,5500,TOR@OAK,OAK,TOR,IL,Shoulder,,,,P
58318-82572,P,Gregory,Gregory Soto,Soto,5.666666666666667,12,5500,DET@BOS,DET,BOS,,,,,0,P
58318-82587,P,Richard,Richard Lovelady,Lovelady,0,1,5500,CLE@KC,KC,CLE,,,,,0,P
58318-82591,P,Chris,Chris Rodriguez,Rodriguez,13.571428571428571,7,5500,TB@LAA,LAA,TB,,,,,,P
58318-84651,P,Austin,Austin Davis,Davis,1.2222222222222223,9,5500,PIT@SD,PIT,SD,IL,Elbow,,,,P
58318-72377,P,James,James Hoyt,Hoyt,8,1,5500,TB@LAA,LAA,TB,,,,,,P
58318-80568,P,Edgar,Edgar Santana,Santana,2.5,2,5500,ATL@WSH,ATL,WSH,,,,,0,P
58318-80571,P,Phil,Phil Maton,Maton,5.5,8,5500,CLE@KC,CLE,KC,,,,,,P
58318-82621,P,Clarke,Clarke Schmidt,Schmidt,8.333333333333334,3,5500,HOU@NYY,NYY,HOU,IL,Elbow,,,0,P
58318-53953,P,Keone,Keone Kela,Kela,6.8,10,5500,PIT@SD,SD,PIT,,,,,,P
58318-82627,P,JoJo,JoJo Romero,Romero,3.111111111111111,9,5500,MIL@PHI,PHI,MIL,,,,,0,P
58318-17094,P,Jake,Jake Diekman,Diekman,7,13,5500,TOR@OAK,OAK,TOR,,,,,,P
58318-82631,P,Taylor,Taylor Hearn,Hearn,7.777777777777778,9,5500,TEX@MIN,TEX,MIN,,,,,0,P
58318-82633,P,Michel,Michel Baez,Baez,7.666666666666667,3,5500,PIT@SD,SD,PIT,IL,Elbow,,,,P
58318-17100,P,Jeurys,Jeurys Familia,Familia,4.666666666666667,9,5500,NYM@STL,NYM,STL,,,,,,P
58318-82639,P,Ryan,Ryan Helsley,Helsley,5.769230769230769,13,5500,NYM@STL,STL,NYM,,,,,,P
58318-82638,P,Jordan,Jordan Hicks,Hicks,4.2,10,5500,NYM@STL,STL,NYM,IL,Elbow,,,,P
58318-13010,P,David,David Phelps,Phelps,6.636363636363637,11,5500,TOR@OAK,TOR,OAK,,,,,,P
58318-17109,P,Oliver,Oliver Drake,Drake,3,11,5500,TB@LAA,TB,LAA,IL,Elbow,,,0,P
58318-82657,P,Wil,Wil Crowe,Crowe,11.666666666666666,3,5500,PIT@SD,PIT,SD,,,,,,P
58318-13025,P,Pedro,Pedro Baez,Baez,4,18,5500,HOU@NYY,HOU,NYY,IL,Shoulder,,,0,P
58318-53990,P,Shawn,Shawn Armstrong,Armstrong,1.4545454545454546,11,5500,BAL@SEA,BAL,SEA,,,,,,P
58318-84727,P,Drew,Drew Smith,Smith,3.375,8,5500,NYM@STL,NYM,STL,,,,,,P
58318-138016,P,Brandon,Brandon Waddell,Waddell,1.3333333333333333,3,5500,TEX@MIN,MIN,TEX,,,,,,P
58318-13118,P,Justin,Justin Wilson,Wilson,3.25,8,5500,HOU@NYY,NYY,HOU,,,,,0,P
58318-70482,P,J.B.,J.B. Wendelken,Wendelken,4.066666666666666,15,5500,TOR@OAK,OAK,TOR,IL,Oblique,,,,P
58318-11108,P,Aroldis,Aroldis Chapman,Chapman,10.8,10,5500,HOU@NYY,NYY,HOU,,,,,0,P
58318-70517,P,Chad,Chad Green,Green,7.076923076923077,13,5500,HOU@NYY,NYY,HOU,,,,,0,P
58318-68474,P,Josh,Josh Hader,Hader,8.909090909090908,11,5500,MIL@PHI,MIL,PHI,,,,,0,P
58318-68476,P,Taylor,Taylor Rogers,Rogers,6.777777777777778,9,5500,TEX@MIN,MIN,TEX,,,,,,P
58318-13183,P,Dellin,Dellin Betances,Betances,3,1,5500,NYM@STL,NYM,STL,IL,Shoulder,,,,P
58318-13192,P,Tony,Tony Watson,Watson,5.111111111111111,9,5500,TB@LAA,LAA,TB,IL,Calf,,,,P
58318-23437,P,Brooks,Brooks Raley,Raley,3.9285714285714284,14,5500,HOU@NYY,HOU,NYY,,,,,0,P
58318-68507,P,Duane,Duane Underwood Jr.,Underwood Jr.,8.454545454545455,11,5500,PIT@SD,PIT,SD,,,,,,P
58318-39843,P,Burch,Burch Smith,Smith,4.5,2,5500,TOR@OAK,OAK,TOR,IL,Groin,,,,P
58318-80804,P,Tyler,Tyler Webb,Webb,2,11,5500,NYM@STL,STL,NYM,,,,,,P
58318-52143,P,Hunter,Hunter Harvey,Harvey,3.2,10,5500,BAL@SEA,BAL,SEA,IL,Oblique,,,,P
58318-70578,P,Cody,Cody Reed,Reed,3.6666666666666665,6,5500,TB@LAA,TB,LAA,,,,,0,P
58318-52148,P,Pierce,Pierce Johnson,Johnson,4.444444444444445,9,5500,PIT@SD,SD,PIT,,,,,,P
58318-68541,P,Taylor,Taylor Williams,Williams,6.2,5,5500,PIT@SD,SD,PIT,IL,Knee,,,,P
58318-68545,P,Stephen,Stephen Tarpley,Tarpley,-6,1,5500,NYM@STL,NYM,STL,,,,,,P
58318-80832,P,Trevor,Trevor Hildenberger,Hildenberger,3.5,2,5500,NYM@STL,NYM,STL,,,,,,P
58318-68548,P,Edwin,Edwin Diaz,Diaz,5.909090909090909,11,5500,NYM@STL,NYM,STL,DTD,Back,,,,P
58318-68552,P,Sam,Sam Coonrod,Coonrod,6.75,12,5500,MIL@PHI,PHI,MIL,,,,,0,P
58318-68555,P,Brent,Brent Honeywell Jr.,Honeywell Jr.,4.333333333333333,3,5500,TB@LAA,TB,LAA,,,,,0,P
58318-5069,P,Craig,Craig Stammen,Stammen,9.083333333333334,12,5500,PIT@SD,SD,PIT,,,,,,P
58318-68556,P,Dillon,Dillon Tate,Tate,4.1,10,5500,BAL@SEA,BAL,SEA,,,,,,P
58318-80849,P,Adam,Adam Kolarek,Kolarek,1.25,8,5500,TOR@OAK,OAK,TOR,,,,,,P
58318-52177,P,Jesse,Jesse Biddle,Biddle,4,4,5500,ATL@WSH,ATL,WSH,,,,,0,P
58318-13271,P,Will,Will Smith,Smith,5.75,12,5500,ATL@WSH,ATL,WSH,,,,,0,P
58318-80856,P,Luke,Luke Farrell,Farrell,6,1,5500,TEX@MIN,MIN,TEX,,,,,,P
58318-52191,P,Kyle,Kyle Crick,Crick,5.4,10,5500,PIT@SD,PIT,SD,,,,,,P
58318-52192,P,Luke,Luke Jackson,Jackson,4.909090909090909,11,5500,ATL@WSH,ATL,WSH,,,,,0,P
58318-70624,P,Chris,Chris Stratton,Stratton,5.083333333333333,12,5500,PIT@SD,PIT,SD,,,,,,P
58318-70629,P,Jacob,Jacob Barnes,Barnes,4,6,5500,NYM@STL,NYM,STL,,,,,,P
58318-82923,P,Luke,Luke Bard,Bard,4.166666666666667,6,5500,TB@LAA,LAA,TB,IL,Hip,,,,P
58318-82924,P,Tim,Tim Hill,Hill,6.125,16,5500,PIT@SD,SD,PIT,,,,,,P
58318-68590,P,Javy,Javy Guerra,Guerra,2.642857142857143,14,5500,PIT@SD,SD,PIT,IL,Elbow,,,,P
58318-68592,P,Francis,Francis Martes,Martes,,,5500,HOU@NYY,HOU,NYY,NA,Suspension,,,0,P
58318-5107,P,Sergio,Sergio Romo,Romo,2.4166666666666665,12,5500,TOR@OAK,OAK,TOR,,,,,,P
58318-13312,P,Ryan,Ryan Brasier,Brasier,5.52,25,5500,DET@BOS,BOS,DET,IL,Calf,,,0,P
58318-82974,P,Tanner,Tanner Rainey,Rainey,3.4444444444444446,9,5500,ATL@WSH,WSH,ATL,,,,,0,P
58318-68653,P,Luis,Luis Cessa,Cessa,9.222222222222221,9,5500,HOU@NYY,NYY,HOU,,,,,0,P
58318-82999,P,Scott,Scott Barlow,Barlow,7.071428571428571,14,5500,CLE@KC,KC,CLE,,,,,0,P
58318-82998,P,Lou,Lou Trivino,Trivino,7,15,5500,TOR@OAK,OAK,TOR,,,,,,P
58318-11327,P,Matt,Matt Bush,Bush,4,3,5500,TEX@MIN,TEX,MIN,IL,Elbow,,,0,P
58318-23626,P,Will,Will Harris,Harris,4.9,20,5500,ATL@WSH,WSH,ATL,,,,,0,P
58318-72809,P,Austin,Austin Brice,Brice,3.625,8,5500,DET@BOS,BOS,DET,,,,,0,P
58318-5230,P,Joe,Joe Smith,Smith,2.6363636363636362,11,5500,HOU@NYY,HOU,NYY,,,,,0,P
58318-38001,P,Matt,Matt Barnes,Barnes,8,14,5500,DET@BOS,BOS,DET,,,,,0,P
58318-13458,P,Nate,Nate Jones,Jones,3.3333333333333335,12,5500,ATL@WSH,ATL,WSH,,,,,0,P
58318-21653,P,Hector,Hector Neris,Neris,6.266666666666667,15,5500,MIL@PHI,PHI,MIL,,,,,0,P
58318-81044,P,Austin,Austin Adams,Adams,6.363636363636363,11,5500,PIT@SD,SD,PIT,,,,,,P
58318-38041,P,Ryan,Ryan Pressly,Pressly,7.636363636363637,11,5500,HOU@NYY,HOU,NYY,,,,,0,P
58318-81052,P,Andrew,Andrew Kittredge,Kittredge,7.888888888888889,9,5500,TB@LAA,TB,LAA,,,,,0,P
58318-5283,P,Ervin,Ervin Santana,Santana,9,3,5500,CLE@KC,KC,CLE,,,,,0,P
58318-140459,P,John,John King,King,7,10,5500,TEX@MIN,TEX,MIN,,,,,0,P
58318-83116,P,Wander,Wander Suero,Suero,3.875,8,5500,ATL@WSH,WSH,ATL,IL,Oblique,,,0,P
58318-21682,P,Aaron,Aaron Loup,Loup,6.142857142857143,7,5500,NYM@STL,NYM,STL,,,,,,P
58318-13495,P,Rafael,Rafael Dolis,Dolis,5.071428571428571,14,5500,TOR@OAK,TOR,OAK,,,,,,P
58318-83145,P,Jose,Jose Castillo,Castillo,,,5500,PIT@SD,SD,PIT,IL,Elbow,,,,P
58318-38096,P,David,David Hale,Hale,5.375,8,5500,MIL@PHI,PHI,MIL,,,,,0,P
58318-38097,P,Aaron,Aaron Northcraft,Northcraft,8.25,4,5500,PIT@SD,SD,PIT,,,,,,P
58318-83159,P,Diego,Diego Castillo,Castillo,6.285714285714286,14,5500,TB@LAA,TB,LAA,,,,,0,P
58318-83158,P,Seranthony,Seranthony Dominguez,Dominguez,,,5500,MIL@PHI,PHI,MIL,IL,Elbow,,,0,P
58318-38106,P,Kirby,Kirby Yates,Yates,3.1666666666666665,6,5500,TOR@OAK,TOR,OAK,IL,Elbow,,,,P
58318-83172,P,Jonathan,Jonathan Hernandez,Hernandez,6.888888888888889,27,5500,TEX@MIN,TEX,MIN,IL,Elbow,,,0,P
58318-136424,P,Jake,Jake Brentz,Brentz,4.769230769230769,13,5500,CLE@KC,KC,CLE,,,,,0,P
58318-79084,P,Tanner,Tanner Scott,Scott,5.846153846153846,13,5500,BAL@SEA,BAL,SEA,,,,,,P
58318-79088,P,Travis,Travis Lakins Sr.,Lakins Sr.,4.1,10,5500,BAL@SEA,BAL,SEA,,,,,,P
58318-83184,P,Julian,Julian Merryweather,Merryweather,8.5,4,5500,TOR@OAK,TOR,OAK,IL,Oblique,,,,P
58318-5362,P,Darren,Darren O'Day,O'Day,4.5,10,5500,HOU@NYY,NYY,HOU,IL,Shoulder,,,0,P
58318-83194,P,Sam,Sam Howard,Howard,5.5,14,5500,PIT@SD,PIT,SD,,,,,,P
58318-13564,P,Chaz,Chaz Roe,Roe,2,1,5500,TB@LAA,TB,LAA,IL,Shoulder,,,0,P
58318-21764,P,Caleb,Caleb Thielbar,Thielbar,9.222222222222221,9,5500,TEX@MIN,MIN,TEX,,,,,,P
58318-85255,P,Shaun,Shaun Anderson,Anderson,4.555555555555555,18,5500,TEX@MIN,MIN,TEX,,,,,,P
58318-79124,P,Joe,Joe Jimenez,Jimenez,-3,2,5500,DET@BOS,DET,BOS,,,,,0,P
58318-85289,P,Nick,Nick Anderson,Anderson,7.157894736842105,19,5500,TB@LAA,TB,LAA,IL,Elbow,,,0,P
58318-38191,P,Hansel,Hansel Robles,Robles,3.909090909090909,11,5500,TEX@MIN,MIN,TEX,,,,,,P
58318-79150,P,Josh,Josh Staumont,Staumont,6.583333333333333,12,5500,CLE@KC,KC,CLE,,,,,0,P
58318-13635,P,Brad,Brad Hand,Hand,7.5,8,5500,ATL@WSH,WSH,ATL,,,,,0,P
58318-113986,P,Emmanuel,Emmanuel Clase,Clase,6.714285714285714,14,5500,CLE@KC,CLE,KC,,,,,,P
58318-38216,P,Jose,Jose Cisnero,Cisnero,4.583333333333333,12,5500,DET@BOS,DET,BOS,,,,,0,P
58318-38228,P,Trevor,Trevor May,May,7.6,10,5500,NYM@STL,NYM,STL,,,,,,P
58318-79196,P,Albert,Albert Abreu,Abreu,6,2,5500,HOU@NYY,NYY,HOU,,,,,0,P
58318-38240,P,Rafael,Rafael Montero,Montero,4.846153846153846,13,5500,BAL@SEA,SEA,BAL,,,,,,P
58318-118123,P,Blake,Blake Taylor,Taylor,2.2857142857142856,7,5500,HOU@NYY,HOU,NYY,IL,Ankle,,,0,P
58318-38251,P,Hunter,Hunter Strickland,Strickland,7,8,5500,TB@LAA,TB,LAA,,,,,0,P
58318-62827,P,Michael,Michael Feliz,Feliz,4.833333333333333,6,5500,PIT@SD,PIT,SD,,,,,,P
58318-118122,P,Angel,Angel Perdomo,Perdomo,6.5,8,5500,MIL@PHI,MIL,PHI,,,,,0,P
58318-118124,P,Kent,Kent Emanuel,Emanuel,19.666666666666668,3,5500,HOU@NYY,HOU,NYY,,,,,0,P
58318-79232,P,Clay,Clay Holmes,Holmes,5.230769230769231,13,5500,PIT@SD,PIT,SD,,,,,,P
58318-13709,P,Deolis,Deolis Guerra,Guerra,8.666666666666666,9,5500,TOR@OAK,OAK,TOR,,,,,,P
58318-62871,P,Junior,Junior Guerra,Guerra,9.2,10,5500,TB@LAA,LAA,TB,,,,,,P
58318-79258,P,Ryne,Ryne Stanek,Stanek,6.923076923076923,13,5500,HOU@NYY,HOU,NYY,,,,,0,P
58318-38304,P,Archie,Archie Bradley,Bradley,3,4,5500,MIL@PHI,PHI,MIL,IL,Oblique,,,0,P
58318-79266,P,Brett,Brett Martin,Martin,3.2857142857142856,7,5500,TEX@MIN,TEX,MIN,,,,,0,P
58318-118180,P,Tucker,Tucker Davidson,Davidson,5,1,5500,ATL@WSH,ATL,WSH,,,,,0,P
58318-118183,P,Nivaldo,Nivaldo Rodriguez,Rodriguez,15,1,5500,HOU@NYY,HOU,NYY,,,,,0,P
58318-118182,P,Ben,Ben Braymer,Braymer,16.333333333333332,3,5500,ATL@WSH,WSH,ATL,,,,,0,P
58318-101801,P,Joel,Joel Payamps,Payamps,5.666666666666667,9,5500,TOR@OAK,TOR,OAK,,,,,,P
58318-118184,P,Enoli,Enoli Paredes,Paredes,3.3333333333333335,3,5500,HOU@NYY,HOU,NYY,IL,Side,,,0,P
58318-79275,P,Sean,Sean Reid-Foley,Reid-Foley,18,2,5500,NYM@STL,NYM,STL,,,,,,P
58318-101803,P,Jacob,Jacob Webb,Webb,4.25,8,5500,ATL@WSH,ATL,WSH,,,,,0,P
58318-101802,P,Patrick,Patrick Weigel,Weigel,15.5,2,5500,MIL@PHI,MIL,PHI,,,,,0,P
58318-101809,P,Josh,Josh Taylor,Taylor,3.6363636363636362,11,5500,DET@BOS,BOS,DET,,,,,0,P
58318-38322,P,Ben,Ben Rowen,Rowen,5.285714285714286,7,5500,TB@LAA,LAA,TB,,,,,,P
58318-101814,P,Sam,Sam Hentges,Hentges,10.666666666666666,3,5500,CLE@KC,CLE,KC,,,,Yes,,P
58318-101816,P,Bryan,Bryan Abreu,Abreu,7.4,10,5500,HOU@NYY,HOU,NYY,,,,,0,P
58318-118205,P,Anthony,Anthony Castro,Castro,8.166666666666666,6,5500,TOR@OAK,TOR,OAK,IL,Forearm,,,,P
58318-101822,P,Josh,Josh Sborz,Sborz,6.454545454545454,11,5500,TEX@MIN,TEX,MIN,,,,,0,P
58318-118209,P,Miguel,Miguel Yajure,Yajure,13,1,5500,PIT@SD,PIT,SD,,,,,,P
58318-118208,P,Brooks,Brooks Kriske,Kriske,3,1,5500,HOU@NYY,NYY,HOU,,,,,0,P
58318-118213,P,DeMarcus,DeMarcus Evans,Evans,5.25,4,5500,TEX@MIN,TEX,MIN,,,,,0,P
58318-118221,P,J.P.,J.P. Feyereisen,Feyereisen,5.4,15,5500,MIL@PHI,MIL,PHI,,,,,0,P
58318-118225,P,Cristopher,Cristopher Sanchez,Sanchez,,,5500,MIL@PHI,PHI,MIL,,,,,0,P
58318-118226,P,Blake,Blake Cederlind,Cederlind,3.6,5,5500,PIT@SD,PIT,SD,IL,Elbow,,,,P
58318-101845,P,Genesis,Genesis Cabrera,Cabrera,5.071428571428571,14,5500,NYM@STL,STL,NYM,,,,,,P
58318-101846,P,Erik,Erik Swanson,Swanson,12,2,5500,BAL@SEA,SEA,BAL,,,,,,P
58318-101851,P,Brock,Brock Burke,Burke,,,5500,TEX@MIN,TEX,MIN,,,,,0,P
58318-101856,P,Patrick,Patrick Murphy,Murphy,7.5,4,5500,TOR@OAK,TOR,OAK,IL,Shoulder,,,,P
58318-116194,P,Eric,Eric Yardley,Yardley,2.4,10,5500,MIL@PHI,MIL,PHI,IL,Shoulder,,,0,P
58318-85476,P,Jeffrey,Jeffrey Springs,Springs,6.416666666666667,12,5500,TB@LAA,TB,LAA,,,,,0,P
58318-85517,P,Trey,Trey Wingenter,Wingenter,,,5500,PIT@SD,SD,PIT,IL,Elbow,,,,P
58318-101904,P,Jordan,Jordan Romano,Romano,5.875,8,5500,TOR@OAK,TOR,OAK,,,,,,P
58318-101909,P,Travis,Travis Bergen,Bergen,5.666666666666667,3,5500,TOR@OAK,TOR,OAK,,,,,,P
58318-71190,P,Jose,Jose Leclerc,Leclerc,6,2,5500,TEX@MIN,TEX,MIN,IL,Elbow,,,0,P
58318-101913,P,Brandon,Brandon Brennan,Brennan,6.8,5,5500,DET@BOS,BOS,DET,,,,,0,P
58318-136734,P,Cam,Cam Hill,Hill,4.722222222222222,18,5500,CLE@KC,CLE,KC,IL,Wrist,,,,P
58318-5683,P,Oliver,Oliver Perez,Perez,4.6,5,5500,CLE@KC,CLE,KC,,,,,,P
58318-140858,P,Domingo,Domingo Tapia,Tapia,4.5,2,5500,BAL@SEA,SEA,BAL,,,,,,P
58318-85592,P,Daniel,Daniel Zamora,Zamora,,,5500,NYM@STL,NYM,STL,,,,,,P
58318-85594,P,Jake,Jake Newberry,Newberry,1,4,5500,CLE@KC,KC,CLE,,,,,0,P
58318-118381,P,Kyle,Kyle Finnegan,Finnegan,5.666666666666667,12,5500,ATL@WSH,WSH,ATL,,,,,0,P
58318-5743,P,Yusmeiro,Yusmeiro Petit,Petit,6.866666666666666,15,5500,TOR@OAK,OAK,TOR,,,,,,P
58318-118392,P,Rony,Rony Garcia,Garcia,3.6,15,5500,DET@BOS,DET,BOS,,,,,0,P
58318-13992,P,Luis,Luis Avilan,Avilan,3.75,4,5500,ATL@WSH,WSH,ATL,IL,Elbow,,,0,P
58318-114360,P,Devin,Devin Williams,Williams,5.636363636363637,11,5500,MIL@PHI,MIL,PHI,,,,,0,P
58318-38596,P,Chris,Chris Martin,Martin,2.5,2,5500,ATL@WSH,ATL,WSH,IL,Shoulder,,,0,P
58318-81615,P,Tim,Tim Mayza,Mayza,4.583333333333333,12,5500,TOR@OAK,TOR,OAK,,,,,,P
58318-147155,P,Hyeon-Jong,Hyeon-Jong Yang,Yang,17.5,2,5500,TEX@MIN,TEX,MIN,,,,,0,P
58318-81620,P,Aaron,Aaron Slegers,Slegers,4.75,12,5500,TB@LAA,LAA,TB,,,,,,P
58318-112348,P,Cody,Cody Stashak,Stashak,5.3,10,5500,TEX@MIN,MIN,TEX,,,,,,P
58318-14047,P,Brad,Brad Boxberger,Boxberger,5.1,10,5500,MIL@PHI,MIL,PHI,,,,,0,P
58318-14049,P,Bryan,Bryan Shaw,Shaw,6.083333333333333,12,5500,CLE@KC,CLE,KC,,,,,,P
58318-147169,P,Hirokazu,Hirokazu Sawamura,Sawamura,6.636363636363637,11,5500,DET@BOS,BOS,DET,,,,,0,P
58318-81642,P,A.J.,A.J. Minter,Minter,5.153846153846154,13,5500,ATL@WSH,ATL,WSH,,,,,0,P
58318-81644,P,Ryan,Ryan Sherriff,Sherriff,-2,1,5500,TB@LAA,TB,LAA,O,Personal,,,0,P
58318-52977,P,Ken,Ken Giles,Giles,4.25,4,5500,BAL@SEA,SEA,BAL,IL,Elbow,,,,P
58318-52994,P,Casey,Casey Sadler,Sadler,5.181818181818182,11,5500,BAL@SEA,SEA,BAL,IL,Shoulder,,,,P
58318-53021,P,Nick,Nick Wittgren,Wittgren,3.125,8,5500,CLE@KC,CLE,KC,,,,,,P
58318-53048,P,Cam,Cam Bedrosian,Bedrosian,2.8333333333333335,6,5500,TOR@OAK,OAK,TOR,,,,,,P
58318-104293,P,Nick,Nick Ramirez,Ramirez,3,5,5500,PIT@SD,SD,PIT,,,,,,P
58318-108421,P,Phillips,Phillips Valdez,Valdez,6.5,8,5500,DET@BOS,BOS,DET,,,,,0,P
58318-8101,P,Ian,Ian Kennedy,Kennedy,6.25,12,5500,TEX@MIN,TEX,MIN,,,,,0,P
58318-6054,P,Mark,Mark Melancon,Melancon,6.230769230769231,13,5500,PIT@SD,SD,PIT,,,,,,P
58318-102311,P,Luis,Luis Oviedo,Oviedo,5.8,5,5500,PIT@SD,PIT,SD,,,,,,P
58318-6057,P,Andrew,Andrew Miller,Miller,2.7777777777777777,9,5500,NYM@STL,STL,NYM,IL,Toe,,,,P
58318-108461,P,Pete,Pete Fairbanks,Fairbanks,3.6666666666666665,3,5500,TB@LAA,TB,LAA,IL,Shoulder,,,0,P
58318-102330,P,Kris,Kris Bubic,Bubic,0,1,5500,CLE@KC,KC,CLE,,,,,0,P
58318-102345,P,Jose,Jose Soriano,Soriano,,,5500,PIT@SD,PIT,SD,IL,Elbow,,,,P
58318-102355,P,Jorge,Jorge Alcala,Alcala,5.4,10,5500,TEX@MIN,MIN,TEX,,,,,,P
